AssessmentID,StudentID,ClassID,AssignmentName,AssessmentDate,AssessmentType,PointsEarned,PointsPossible,GradeLetter,GradePercentage,Comments
917919,7377,394,Assignment 16,2024-12-06,Test,86,100,B,86.38,Needs review
917920,7377,394,Assignment 12,2024-12-09,Test,6,10,D,64.08,Excellent!
917921,7377,394,Assignment 4,2024-09-21,Project,75,100,C,75.13,Needs review
917922,7377,394,Assignment 19,2024-10-15,Project,14,20,C,74.82,Needs review
917923,7377,394,Assignment 11,2025-03-17,Project,17,20,B,86.95,See me for help
917924,7377,394,Assignment 8,2025-02-11,Project,29,50,F,59.77,Excellent!
917925,7377,394,Assignment 7,2024-12-17,Test,19,25,C,76.07,Excellent!
917926,7377,394,Assignment 1,2025-01-27,Project,42,50,B,85.85,Needs review
917927,7377,394,Assignment 2,2025-02-23,Classwork,85,100,B,85.34,Good work!
917928,7377,394,Assignment 12,2024-10-25,Test,16,25,D,65.66,Needs review
917929,7377,394,Assignment 7,2024-09-14,Classwork,73,100,C,73.91,Needs review
917930,7377,394,Assignment 7,2024-10-14,Homework,15,25,D,62.77,Excellent!
917931,7377,394,Assignment 18,2024-09-11,Homework,58,100,F,58.58,Excellent!
917932,7377,394,Assignment 8,2024-12-03,Homework,16,20,B,83.18,Good work!
917933,7377,394,Assignment 7,2024-09-13,Homework,12,20,D,63.36,Excellent!
917934,7377,394,Assignment 17,2024-10-24,Classwork,8,10,B,85.25,See me for help
917935,7377,394,Assignment 3,2024-11-02,Test,15,25,D,63.56,Excellent!
917936,7377,396,Assignment 12,2024-12-17,Classwork,16,20,B,80.06,Needs review
917937,7377,396,Assignment 17,2025-03-04,Project,16,20,B,84.82,Excellent!
917938,7377,396,Assignment 11,2025-03-05,Test,75,100,C,75.83,Excellent!
917939,7377,396,Assignment 10,2024-12-04,Quiz,13,20,D,69.06,Needs review
917940,7377,396,Assignment 8,2024-10-18,Quiz,13,20,D,65.47,Excellent!
917941,7377,396,Assignment 18,2024-10-09,Project,40,50,B,80.98,See me for help
917942,7377,396,Assignment 18,2024-12-16,Quiz,11,20,F,57.68,Excellent!
917943,7377,396,Assignment 11,2024-10-26,Classwork,18,25,C,75.99,Excellent!
917944,7377,396,Assignment 1,2025-02-28,Test,14,20,C,72.68,Good work!
917945,7377,396,Assignment 13,2024-10-16,Homework,30,50,D,61.41,Good work!
917946,7377,396,Assignment 18,2024-12-24,Quiz,15,20,C,79.3,Good work!
917947,7377,396,Assignment 3,2024-12-13,Test,15,25,D,62.51,See me for help
917948,7377,396,Assignment 4,2024-12-01,Classwork,31,50,D,62.02,See me for help
917949,7377,396,Assignment 20,2024-11-08,Quiz,21,25,B,85.96,Needs review
917950,7377,396,Assignment 18,2024-10-13,Test,60,100,D,60.55,See me for help
917951,7377,396,Assignment 11,2024-12-03,Test,63,100,D,63.71,See me for help
917952,7377,396,Assignment 14,2024-10-27,Homework,7,10,C,79.53,Needs review
917953,7377,393,Assignment 5,2025-01-14,Project,13,20,D,69.95,Needs review
917954,7377,393,Assignment 18,2025-02-10,Quiz,84,100,B,84.41,Good work!
917955,7377,393,Assignment 14,2024-11-19,Classwork,29,50,F,59.02,Good work!
917956,7377,393,Assignment 14,2024-12-31,Project,20,25,B,82.2,See me for help
917957,7377,393,Assignment 7,2024-10-11,Homework,70,100,C,70.55,Needs review
917958,7377,393,Assignment 8,2024-11-04,Project,84,100,B,84.25,Excellent!
917959,7377,393,Assignment 11,2024-10-09,Project,6,10,D,68.24,Needs review
917960,7377,393,Assignment 14,2024-11-11,Test,82,100,B,82.03,Excellent!
917961,7377,393,Assignment 7,2024-10-18,Project,71,100,C,71.76,Needs review
917962,7377,393,Assignment 19,2025-02-04,Homework,42,50,B,85.53,Needs review
917963,7377,393,Assignment 9,2024-09-29,Homework,62,100,D,62.89,Needs review
917964,7377,393,Assignment 19,2025-02-10,Homework,14,20,C,75.0,Excellent!
917965,7377,393,Assignment 5,2025-02-28,Homework,30,50,D,61.23,Excellent!
917966,7377,393,Assignment 1,2025-02-13,Project,66,100,D,66.18,Excellent!
917967,7377,393,Assignment 6,2025-02-15,Project,41,50,B,82.68,Excellent!
917968,7377,393,Assignment 6,2024-10-13,Classwork,69,100,D,69.15,Needs review
917969,7377,393,Assignment 15,2024-12-19,Homework,33,50,D,66.39,Good work!
917970,7377,393,Assignment 5,2025-01-26,Quiz,8,10,B,86.12,Good work!
917971,7377,405,Assignment 18,2024-12-14,Homework,17,20,B,86.86,Needs review
917972,7377,405,Assignment 1,2024-12-06,Classwork,18,25,C,75.05,See me for help
917973,7377,405,Assignment 1,2024-09-17,Test,39,50,C,78.95,Needs review
917974,7377,405,Assignment 8,2024-09-02,Classwork,15,25,D,63.97,See me for help
917975,7377,405,Assignment 9,2024-09-26,Quiz,17,20,B,85.74,Needs review
917976,7377,405,Assignment 7,2025-03-18,Classwork,16,25,D,67.84,Excellent!
917977,7377,405,Assignment 20,2025-02-12,Test,12,20,D,63.0,Needs review
917978,7377,405,Assignment 2,2025-03-13,Test,13,20,D,68.42,Good work!
917979,7377,405,Assignment 8,2024-10-20,Homework,42,50,B,84.65,See me for help
917980,7377,405,Assignment 6,2024-11-19,Test,14,25,F,58.09,Excellent!
917981,7377,405,Assignment 8,2024-10-29,Quiz,79,100,C,79.06,Excellent!
917982,7377,405,Assignment 4,2024-10-20,Test,35,50,C,71.22,Good work!
917983,7377,405,Assignment 7,2024-12-02,Homework,34,50,D,69.22,Good work!
917984,7377,405,Assignment 1,2024-12-03,Quiz,18,25,C,72.92,Needs review
917985,7377,405,Assignment 1,2024-10-18,Project,16,20,B,81.41,Excellent!
917986,7377,405,Assignment 7,2024-10-29,Quiz,36,50,C,72.57,Excellent!
917987,7377,405,Assignment 14,2024-12-25,Test,43,50,B,86.09,Good work!
917988,7377,405,Assignment 18,2025-02-25,Project,8,10,B,80.26,Needs review
917989,7377,405,Assignment 4,2025-02-14,Classwork,39,50,C,79.37,Good work!
917990,7377,405,Assignment 7,2024-12-29,Homework,78,100,C,78.83,See me for help
917991,7377,405,Assignment 18,2025-01-25,Test,42,50,B,85.0,Excellent!
917992,7377,397,Assignment 12,2025-03-15,Test,17,20,B,86.83,Good work!
917993,7377,397,Assignment 20,2024-11-26,Test,15,20,C,78.76,Needs review
917994,7377,397,Assignment 18,2024-12-19,Homework,13,20,D,68.51,Excellent!
917995,7377,397,Assignment 7,2025-01-28,Quiz,37,50,C,74.88,Good work!
917996,7377,397,Assignment 15,2024-11-06,Quiz,6,10,D,65.47,Excellent!
917997,7377,397,Assignment 1,2025-02-17,Test,34,50,D,69.17,Excellent!
917998,7377,397,Assignment 10,2025-01-06,Classwork,74,100,C,74.97,Excellent!
917999,7377,397,Assignment 10,2024-12-11,Homework,20,25,B,80.38,See me for help
918000,7377,397,Assignment 9,2025-03-06,Test,36,50,C,72.05,Good work!
918001,7377,397,Assignment 12,2025-02-04,Classwork,43,50,B,86.34,Good work!
918002,7377,397,Assignment 14,2024-11-10,Test,86,100,B,86.66,Excellent!
918003,7377,397,Assignment 9,2025-01-24,Homework,21,25,B,86.33,Good work!
918004,7377,397,Assignment 17,2025-03-16,Test,7,10,C,70.79,Needs review
918005,7377,397,Assignment 8,2025-01-13,Homework,62,100,D,62.7,Needs review
918006,7377,397,Assignment 1,2024-09-28,Project,5,10,F,58.48,Excellent!
918007,7377,397,Assignment 9,2024-11-08,Quiz,16,20,B,82.94,Needs review
918008,7377,397,Assignment 14,2024-10-28,Test,40,50,B,80.02,Excellent!
918009,7377,401,Assignment 10,2024-12-02,Test,16,25,D,64.88,Excellent!
918010,7377,401,Assignment 12,2024-09-11,Test,14,20,C,73.04,See me for help
918011,7377,401,Assignment 1,2025-02-15,Homework,76,100,C,76.85,Needs review
918012,7377,401,Assignment 9,2024-09-22,Homework,7,10,C,70.17,Needs review
918013,7377,401,Assignment 10,2024-09-01,Classwork,17,25,C,70.41,Excellent!
918014,7377,401,Assignment 18,2025-03-16,Classwork,7,10,C,75.1,Needs review
918015,7377,401,Assignment 2,2025-01-09,Project,16,25,D,65.88,Excellent!
918016,7377,401,Assignment 11,2024-10-15,Classwork,74,100,C,74.33,Good work!
918017,7377,401,Assignment 14,2024-12-13,Quiz,12,20,D,61.07,See me for help
918018,7377,401,Assignment 20,2024-12-02,Homework,59,100,F,59.17,Good work!
918019,7377,401,Assignment 11,2024-10-23,Homework,13,20,D,66.57,Good work!
918020,7377,401,Assignment 15,2024-10-29,Homework,65,100,D,65.08,Excellent!
918021,7377,401,Assignment 15,2024-11-03,Quiz,7,10,C,73.91,Good work!
918022,7377,401,Assignment 1,2024-10-22,Classwork,21,25,B,84.46,See me for help
918023,7377,401,Assignment 8,2024-11-18,Homework,16,25,D,66.82,Excellent!
918024,7377,404,Assignment 9,2024-12-24,Homework,74,100,C,74.96,Needs review
918025,7377,404,Assignment 9,2025-02-25,Quiz,41,50,B,82.9,Needs review
918026,7377,404,Assignment 10,2024-10-31,Classwork,71,100,C,71.1,See me for help
918027,7377,404,Assignment 7,2024-11-11,Quiz,13,20,D,67.76,Needs review
918028,7377,404,Assignment 2,2024-10-22,Quiz,15,25,D,63.63,See me for help
918029,7377,404,Assignment 3,2024-10-14,Quiz,12,20,D,63.17,Needs review
918030,7377,404,Assignment 17,2024-10-03,Test,17,20,B,86.29,Needs review
918031,7377,404,Assignment 13,2025-03-04,Homework,7,10,C,73.33,Good work!
918032,7377,404,Assignment 4,2025-01-13,Project,15,25,D,63.03,Needs review
918033,7377,404,Assignment 19,2025-02-22,Quiz,18,25,C,72.45,Excellent!
