AttendanceID,StudentID,ClassID,AttendanceDate,AttendanceStatus,Reason
3318316,5500,309,2024-09-02,Present,
3318317,5500,309,2024-09-03,Tardy,Late Bus
3318318,5500,309,2024-09-04,Present,
3318319,5500,309,2024-09-05,Absent,Family Leave
3318320,5500,309,2024-09-06,Present,
3318321,5500,309,2024-09-09,Present,
3318322,5500,309,2024-09-10,Absent,Family Leave
3318323,5500,309,2024-09-11,Present,
3318324,5500,309,2024-09-12,Present,
3318325,5500,309,2024-09-13,Present,
3318326,5500,309,2024-09-16,Present,
3318327,5500,309,2024-09-17,Present,
3318328,5500,309,2024-09-18,Present,
3318329,5500,309,2024-09-19,Present,
3318330,5500,309,2024-09-20,Absent,Doctor Appointment
3318331,5500,309,2024-09-23,Present,
3318332,5500,309,2024-09-24,Absent,Unknown
3318333,5500,309,2024-09-25,Present,
3318334,5500,309,2024-09-26,Tardy,Late Bus
3318335,5500,309,2024-09-27,Present,
3318336,5500,309,2024-09-30,Present,
3318337,5500,309,2024-10-01,Present,
3318338,5500,309,2024-10-02,Present,
3318339,5500,309,2024-10-03,Present,
3318340,5500,309,2024-10-04,Tardy,Oversleep
3318341,5500,309,2024-10-07,Present,
3318342,5500,309,2024-10-08,Tardy,Family Issue
3318343,5500,309,2024-10-09,Absent,Doctor Appointment
3318344,5500,309,2024-10-10,Present,
3318345,5500,309,2024-10-11,Present,
3318346,5500,309,2024-10-14,Present,
3318347,5500,309,2024-10-15,Absent,Sick
3318348,5500,309,2024-10-16,Tardy,Late Bus
3318349,5500,309,2024-10-17,Present,
3318350,5500,309,2024-10-18,Present,
3318351,5500,309,2024-10-21,Tardy,Oversleep
3318352,5500,309,2024-10-22,Present,
3318353,5500,309,2024-10-23,Present,
3318354,5500,309,2024-10-24,Present,
3318355,5500,309,2024-10-25,Present,
3318356,5500,309,2024-10-28,Present,
3318357,5500,309,2024-10-29,Absent,Doctor Appointment
3318358,5500,309,2024-10-30,Present,
3318359,5500,309,2024-10-31,Present,
3318360,5500,309,2024-11-01,Present,
3318361,5500,309,2024-11-04,Present,
3318362,5500,309,2024-11-05,Present,
3318363,5500,309,2024-11-06,Present,
3318364,5500,309,2024-11-07,Present,
3318365,5500,309,2024-11-08,Absent,Family Leave
3318366,5500,309,2024-11-11,Present,
3318367,5500,309,2024-11-12,Present,
3318368,5500,309,2024-11-13,Present,
3318369,5500,309,2024-11-14,Present,
3318370,5500,309,2024-11-15,Present,
3318371,5500,309,2024-11-18,Present,
3318372,5500,309,2024-11-19,Present,
3318373,5500,309,2024-11-20,Present,
3318374,5500,309,2024-11-21,Present,
3318375,5500,309,2024-11-22,Present,
3318376,5500,309,2024-11-25,Present,
3318377,5500,309,2024-11-26,Present,
3318378,5500,309,2024-11-27,Present,
3318379,5500,309,2024-11-28,Present,
3318380,5500,309,2024-11-29,Present,
3318381,5500,309,2024-12-02,Present,
3318382,5500,309,2024-12-03,Present,
3318383,5500,309,2024-12-04,Absent,Family Leave
3318384,5500,309,2024-12-05,Tardy,Family Issue
3318385,5500,309,2024-12-06,Present,
3318386,5500,309,2024-12-09,Present,
3318387,5500,309,2024-12-10,Present,
3318388,5500,309,2024-12-11,Present,
3318389,5500,309,2024-12-12,Present,
3318390,5500,309,2024-12-13,Present,
3318391,5500,309,2024-12-16,Present,
3318392,5500,309,2024-12-17,Present,
3318393,5500,309,2024-12-18,Absent,Unknown
3318394,5500,309,2024-12-19,Present,
3318395,5500,309,2024-12-20,Absent,Unknown
3318396,5500,309,2024-12-23,Present,
3318397,5500,309,2024-12-24,Absent,Family Leave
3318398,5500,309,2024-12-25,Present,
3318399,5500,309,2024-12-26,Tardy,Family Issue
3318400,5500,309,2024-12-27,Present,
3318401,5500,309,2024-12-30,Present,
3318402,5500,309,2024-12-31,Present,
3318403,5500,309,2025-01-01,Present,
3318404,5500,309,2025-01-02,Present,
3318405,5500,309,2025-01-03,Present,
3318406,5500,309,2025-01-06,Absent,Doctor Appointment
3318407,5500,309,2025-01-07,Absent,Sick
3318408,5500,309,2025-01-08,Present,
3318409,5500,309,2025-01-09,Present,
3318410,5500,309,2025-01-10,Present,
3318411,5500,309,2025-01-13,Present,
3318412,5500,309,2025-01-14,Present,
3318413,5500,309,2025-01-15,Present,
3318414,5500,309,2025-01-16,Tardy,Family Issue
3318415,5500,309,2025-01-17,Present,
3318416,5500,309,2025-01-20,Present,
3318417,5500,309,2025-01-21,Present,
3318418,5500,309,2025-01-22,Present,
3318419,5500,309,2025-01-23,Present,
3318420,5500,309,2025-01-24,Present,
3318421,5500,309,2025-01-27,Present,
3318422,5500,309,2025-01-28,Present,
3318423,5500,309,2025-01-29,Tardy,Late Bus
3318424,5500,309,2025-01-30,Present,
3318425,5500,309,2025-01-31,Present,
3318426,5500,309,2025-02-03,Present,
3318427,5500,309,2025-02-04,Present,
3318428,5500,309,2025-02-05,Present,
3318429,5500,309,2025-02-06,Present,
3318430,5500,309,2025-02-07,Present,
3318431,5500,309,2025-02-10,Present,
3318432,5500,309,2025-02-11,Present,
3318433,5500,309,2025-02-12,Present,
3318434,5500,309,2025-02-13,Present,
3318435,5500,309,2025-02-14,Present,
3318436,5500,309,2025-02-17,Absent,Unknown
3318437,5500,309,2025-02-18,Present,
3318438,5500,309,2025-02-19,Present,
3318439,5500,309,2025-02-20,Present,
3318440,5500,309,2025-02-21,Present,
3318441,5500,309,2025-02-24,Tardy,Oversleep
3318442,5500,309,2025-02-25,Present,
3318443,5500,309,2025-02-26,Tardy,Oversleep
3318444,5500,309,2025-02-27,Present,
3318445,5500,309,2025-02-28,Present,
3318446,5500,302,2024-09-02,Present,
3318447,5500,302,2024-09-04,Present,
3318448,5500,302,2024-09-06,Present,
3318449,5500,302,2024-09-10,Present,
3318450,5500,302,2024-09-12,Present,
3318451,5500,302,2024-09-16,Present,
3318452,5500,302,2024-09-18,Present,
3318453,5500,302,2024-09-20,Present,
3318454,5500,302,2024-09-24,Tardy,Family Issue
3318455,5500,302,2024-09-26,Present,
3318456,5500,302,2024-09-30,Present,
3318457,5500,302,2024-10-02,Absent,Doctor Appointment
3318458,5500,302,2024-10-04,Present,
3318459,5500,302,2024-10-08,Present,
3318460,5500,302,2024-10-10,Present,
3318461,5500,302,2024-10-14,Present,
3318462,5500,302,2024-10-16,Present,
3318463,5500,302,2024-10-18,Absent,Family Leave
3318464,5500,302,2024-10-22,Present,
3318465,5500,302,2024-10-24,Present,
3318466,5500,302,2024-10-28,Present,
3318467,5500,302,2024-10-30,Present,
3318468,5500,302,2024-11-01,Tardy,Late Bus
3318469,5500,302,2024-11-05,Absent,Sick
3318470,5500,302,2024-11-07,Present,
3318471,5500,302,2024-11-11,Absent,Doctor Appointment
3318472,5500,302,2024-11-13,Present,
3318473,5500,302,2024-11-15,Present,
3318474,5500,302,2024-11-19,Present,
3318475,5500,302,2024-11-21,Present,
3318476,5500,302,2024-11-25,Absent,Family Leave
3318477,5500,302,2024-11-27,Present,
3318478,5500,302,2024-11-29,Present,
3318479,5500,302,2024-12-03,Present,
3318480,5500,302,2024-12-05,Present,
3318481,5500,302,2024-12-09,Present,
3318482,5500,302,2024-12-11,Absent,Family Leave
3318483,5500,302,2024-12-13,Present,
3318484,5500,302,2024-12-17,Present,
3318485,5500,302,2024-12-19,Present,
3318486,5500,302,2024-12-23,Present,
3318487,5500,302,2024-12-25,Absent,Unknown
3318488,5500,302,2024-12-27,Present,
3318489,5500,302,2024-12-31,Present,
3318490,5500,302,2025-01-02,Present,
3318491,5500,302,2025-01-06,Present,
3318492,5500,302,2025-01-08,Present,
3318493,5500,302,2025-01-10,Tardy,Late Bus
3318494,5500,302,2025-01-14,Present,
3318495,5500,302,2025-01-16,Present,
3318496,5500,302,2025-01-20,Present,
3318497,5500,302,2025-01-22,Present,
3318498,5500,302,2025-01-24,Present,
3318499,5500,302,2025-01-28,Present,
3318500,5500,302,2025-01-30,Present,
3318501,5500,302,2025-02-03,Present,
3318502,5500,302,2025-02-05,Present,
3318503,5500,302,2025-02-07,Present,
3318504,5500,302,2025-02-11,Excused,Doctor Appointment
3318505,5500,302,2025-02-13,Present,
3318506,5500,302,2025-02-17,Present,
3318507,5500,302,2025-02-19,Present,
3318508,5500,302,2025-02-21,Present,
3318509,5500,302,2025-02-25,Present,
3318510,5500,302,2025-02-27,Present,
3318511,5500,294,2024-09-02,Present,
3318512,5500,294,2024-09-03,Absent,Family Leave
3318513,5500,294,2024-09-04,Absent,Sick
3318514,5500,294,2024-09-05,Present,
3318515,5500,294,2024-09-06,Present,
3318516,5500,294,2024-09-09,Tardy,Late Bus
3318517,5500,294,2024-09-10,Present,
