AssessmentID,StudentID,ClassID,AssignmentName,AssessmentDate,AssessmentType,PointsEarned,PointsPossible,GradeLetter,GradePercentage,Comments
138097,1110,75,Assignment 18,2025-01-14,Homework,3,10,F,34.72,Excellent!
138098,1110,75,Assignment 3,2024-12-29,Quiz,7,20,F,38.67,Needs review
138099,1110,75,Assignment 2,2024-11-18,Test,31,100,F,31.38,Good work!
138100,1110,75,Assignment 14,2025-03-19,Quiz,1,10,F,12.81,Excellent!
138101,1110,75,Assignment 5,2024-11-23,Test,6,20,F,33.01,Needs review
138102,1110,75,Assignment 12,2024-11-12,Homework,27,100,F,27.07,Excellent!
138103,1110,75,Assignment 10,2025-03-14,Homework,1,10,F,14.62,Needs review
138104,1110,75,Assignment 11,2025-02-17,Classwork,5,50,F,11.56,See me for help
138105,1110,75,Assignment 20,2024-09-29,Test,32,100,F,32.64,Excellent!
138106,1110,75,Assignment 12,2024-11-04,Homework,4,20,F,21.91,Good work!
138107,1110,75,Assignment 5,2024-10-01,Classwork,2,10,F,24.4,Needs review
138108,1110,75,Assignment 10,2024-09-02,Quiz,2,25,F,10.58,See me for help
138109,1110,75,Assignment 16,2024-12-21,Project,16,100,F,16.37,Needs review
138110,1110,75,Assignment 12,2024-10-31,Homework,18,50,F,36.71,See me for help
138111,1110,75,Assignment 7,2024-11-30,Quiz,6,20,F,34.61,Excellent!
138112,1110,75,Assignment 10,2024-11-15,Homework,2,20,F,11.43,See me for help
138113,1110,75,Assignment 18,2024-10-09,Project,2,10,F,20.11,See me for help
138114,1110,75,Assignment 14,2024-12-10,Quiz,2,10,F,29.9,Needs review
138115,1110,75,Assignment 10,2024-12-08,Classwork,22,100,F,22.58,Needs review
138116,1110,75,Assignment 16,2024-10-10,Homework,5,25,F,20.68,See me for help
138117,1110,75,Assignment 1,2024-09-24,Homework,24,100,F,24.07,Good work!
138118,1110,69,Assignment 4,2024-09-27,Classwork,10,100,F,10.64,Needs review
138119,1110,69,Assignment 2,2024-12-08,Classwork,3,10,F,34.66,See me for help
138120,1110,69,Assignment 1,2025-03-17,Homework,9,50,F,19.61,Good work!
138121,1110,69,Assignment 18,2025-03-08,Quiz,2,10,F,22.36,Good work!
138122,1110,69,Assignment 7,2025-02-20,Quiz,7,20,F,35.35,Needs review
138123,1110,69,Assignment 13,2024-09-15,Homework,3,20,F,19.3,Excellent!
138124,1110,69,Assignment 12,2024-12-12,Homework,22,100,F,22.34,Excellent!
138125,1110,69,Assignment 14,2025-02-02,Homework,8,25,F,32.5,Good work!
138126,1110,69,Assignment 14,2024-12-28,Homework,11,50,F,23.82,See me for help
138127,1110,69,Assignment 11,2024-10-20,Project,16,100,F,16.24,Excellent!
138128,1110,69,Assignment 20,2024-12-20,Project,16,100,F,16.57,Good work!
138129,1110,69,Assignment 6,2025-01-16,Project,8,50,F,17.96,See me for help
138130,1110,69,Assignment 13,2024-10-01,Test,1,10,F,12.3,Good work!
138131,1110,69,Assignment 5,2024-11-11,Project,38,100,F,38.96,Excellent!
138132,1110,69,Assignment 9,2025-03-03,Classwork,6,20,F,31.08,See me for help
138133,1110,69,Assignment 17,2024-11-28,Homework,3,25,F,15.91,Needs review
138134,1110,69,Assignment 3,2025-03-20,Classwork,31,100,F,31.35,Needs review
138135,1110,69,Assignment 19,2024-12-06,Quiz,4,20,F,20.23,Needs review
138136,1110,69,Assignment 7,2025-01-11,Test,3,20,F,18.97,Excellent!
138137,1110,69,Assignment 2,2025-03-11,Homework,7,25,F,30.04,Good work!
138138,1110,69,Assignment 4,2025-03-05,Quiz,4,25,F,18.34,Good work!
138139,1110,66,Assignment 20,2025-02-09,Homework,21,100,F,21.39,See me for help
138140,1110,66,Assignment 3,2024-11-21,Classwork,13,100,F,13.92,See me for help
138141,1110,66,Assignment 4,2024-11-26,Quiz,7,20,F,38.84,Needs review
138142,1110,66,Assignment 5,2025-03-13,Classwork,2,20,F,11.88,See me for help
138143,1110,66,Assignment 17,2025-01-03,Homework,1,10,F,17.34,Needs review
138144,1110,66,Assignment 19,2025-01-29,Homework,30,100,F,30.01,See me for help
138145,1110,66,Assignment 15,2025-03-17,Homework,6,25,F,25.36,Needs review
138146,1110,66,Assignment 1,2024-12-24,Project,7,25,F,31.94,See me for help
138147,1110,66,Assignment 8,2025-01-29,Classwork,12,50,F,24.93,See me for help
138148,1110,66,Assignment 17,2024-11-17,Project,7,20,F,37.55,Needs review
138149,1110,66,Assignment 8,2024-10-23,Classwork,3,20,F,16.58,Excellent!
138150,1110,66,Assignment 7,2025-02-22,Classwork,1,10,F,11.44,Good work!
138151,1110,66,Assignment 4,2024-11-22,Classwork,4,20,F,20.89,Good work!
138152,1110,66,Assignment 15,2024-10-05,Classwork,2,20,F,12.61,See me for help
138153,1110,66,Assignment 17,2024-10-26,Classwork,9,50,F,18.5,Excellent!
138154,1110,66,Assignment 17,2024-12-10,Quiz,22,100,F,22.07,Excellent!
138155,1110,66,Assignment 9,2024-12-11,Quiz,7,50,F,14.34,Good work!
138156,1110,66,Assignment 7,2024-11-07,Project,7,20,F,35.09,Excellent!
138157,1110,66,Assignment 13,2024-09-07,Homework,14,50,F,28.46,Good work!
138158,1110,66,Assignment 7,2025-03-11,Homework,0,10,F,9.52,Good work!
138159,1110,66,Assignment 8,2025-01-03,Project,2,10,F,21.88,Excellent!
138160,1110,66,Assignment 15,2025-01-03,Test,2,25,F,10.72,Good work!
138161,1110,66,Assignment 12,2025-02-12,Homework,15,50,F,31.26,Excellent!
138162,1110,76,Assignment 4,2024-11-10,Project,1,10,F,17.47,See me for help
138163,1110,76,Assignment 16,2024-10-30,Classwork,26,100,F,26.91,Needs review
138164,1110,76,Assignment 20,2024-09-09,Homework,36,100,F,36.66,Good work!
138165,1110,76,Assignment 20,2024-11-28,Classwork,21,100,F,21.45,Excellent!
138166,1110,76,Assignment 18,2025-01-01,Classwork,4,20,F,20.47,Good work!
138167,1110,76,Assignment 6,2025-02-09,Test,37,100,F,37.59,Good work!
138168,1110,76,Assignment 15,2024-09-13,Quiz,17,50,F,35.92,See me for help
138169,1110,76,Assignment 3,2024-11-09,Test,1,10,F,14.85,Needs review
138170,1110,76,Assignment 5,2025-01-17,Homework,8,50,F,16.51,Excellent!
138171,1110,76,Assignment 19,2024-12-26,Homework,2,10,F,21.02,Needs review
138172,1110,76,Assignment 16,2025-02-19,Quiz,7,20,F,38.94,Needs review
138173,1110,76,Assignment 17,2025-01-06,Test,0,10,F,9.82,Needs review
138174,1110,76,Assignment 10,2024-12-07,Homework,28,100,F,28.13,Good work!
138175,1110,76,Assignment 2,2024-10-08,Homework,9,25,F,36.14,Excellent!
138176,1110,76,Assignment 13,2025-02-18,Classwork,5,50,F,10.14,Excellent!
138177,1110,76,Assignment 16,2024-11-18,Homework,4,25,F,17.27,Needs review
138178,1110,76,Assignment 13,2024-12-30,Classwork,14,100,F,14.43,Good work!
138179,1110,76,Assignment 17,2024-10-11,Classwork,3,25,F,14.89,Excellent!
138180,1110,80,Assignment 15,2025-01-06,Homework,23,100,F,23.07,Excellent!
138181,1110,80,Assignment 17,2024-10-03,Project,31,100,F,31.01,See me for help
138182,1110,80,Assignment 20,2024-09-09,Project,28,100,F,28.65,Good work!
138183,1110,80,Assignment 13,2024-09-01,Quiz,4,25,F,16.85,Excellent!
138184,1110,80,Assignment 5,2025-01-29,Test,16,100,F,16.86,Excellent!
138185,1110,80,Assignment 14,2024-11-25,Classwork,3,10,F,36.94,Excellent!
138186,1110,80,Assignment 3,2025-03-13,Homework,2,10,F,28.05,See me for help
138187,1110,80,Assignment 4,2024-12-04,Quiz,22,100,F,22.41,Excellent!
138188,1110,80,Assignment 8,2024-10-24,Quiz,7,20,F,36.66,Excellent!
138189,1110,80,Assignment 19,2025-01-01,Quiz,1,20,F,9.04,Good work!
138190,1110,80,Assignment 18,2024-09-23,Test,4,25,F,19.61,Excellent!
138191,1110,80,Assignment 5,2024-09-24,Homework,24,100,F,24.83,Good work!
138192,1110,80,Assignment 17,2024-12-21,Classwork,25,100,F,25.49,Needs review
138193,1110,80,Assignment 20,2024-11-30,Homework,27,100,F,27.57,Excellent!
138194,1110,80,Assignment 10,2024-12-14,Project,18,50,F,36.64,See me for help
138195,1110,80,Assignment 12,2025-02-07,Homework,0,10,F,9.98,See me for help
138196,1110,80,Assignment 1,2024-10-31,Classwork,1,20,F,9.44,Needs review
138197,1110,80,Assignment 2,2024-12-20,Classwork,8,25,F,32.99,Excellent!
138198,1110,80,Assignment 5,2024-09-21,Homework,38,100,F,38.92,See me for help
138199,1110,80,Assignment 2,2024-11-17,Classwork,16,50,F,33.03,Needs review
138200,1110,67,Assignment 1,2025-01-16,Homework,3,20,F,18.42,Good work!
138201,1110,67,Assignment 10,2025-01-26,Classwork,17,50,F,34.82,Needs review
138202,1110,67,Assignment 10,2024-12-08,Classwork,8,25,F,34.15,Good work!
138203,1110,67,Assignment 1,2024-12-10,Quiz,16,100,F,16.38,Needs review
138204,1110,67,Assignment 4,2024-09-19,Classwork,7,25,F,29.25,Good work!
138205,1110,67,Assignment 6,2024-09-19,Classwork,7,50,F,15.28,Excellent!
138206,1110,67,Assignment 14,2025-02-23,Homework,14,50,F,28.5,Needs review
138207,1110,67,Assignment 4,2024-10-28,Project,1,10,F,11.32,Excellent!
138208,1110,67,Assignment 19,2025-01-02,Test,5,50,F,10.24,Excellent!
138209,1110,67,Assignment 19,2024-09-20,Quiz,21,100,F,21.2,See me for help
138210,1110,67,Assignment 9,2025-03-20,Quiz,14,50,F,28.26,See me for help
138211,1110,67,Assignment 19,2024-12-29,Classwork,1,10,F,12.04,See me for help
138212,1110,67,Assignment 14,2024-12-16,Project,4,20,F,24.88,Needs review
138213,1110,67,Assignment 1,2024-12-18,Project,6,20,F,34.33,See me for help
138214,1110,67,Assignment 12,2025-01-30,Project,25,100,F,25.63,Needs review
138215,1110,67,Assignment 18,2024-11-02,Quiz,8,25,F,35.52,Good work!
138216,1110,67,Assignment 1,2024-12-20,Quiz,5,20,F,27.81,See me for help
138217,1110,67,Assignment 9,2024-09-29,Classwork,8,25,F,34.14,Good work!
138218,1110,67,Assignment 7,2024-09-17,Homework,8,50,F,17.64,Needs review
138219,1110,67,Assignment 10,2025-01-08,Project,3,10,F,32.98,Excellent!
138220,1110,67,Assignment 8,2024-11-06,Quiz,14,50,F,29.47,Needs review
138221,1110,67,Assignment 7,2024-11-15,Quiz,1,10,F,14.53,See me for help
138222,1110,67,Assignment 4,2024-11-27,Project,6,20,F,34.9,Excellent!
138223,1110,67,Assignment 9,2024-12-14,Quiz,11,50,F,22.41,Needs review
138224,1110,67,Assignment 5,2025-03-09,Classwork,3,20,F,18.76,Needs review
138225,1110,72,Assignment 5,2024-12-22,Test,34,100,F,34.32,Excellent!
138226,1110,72,Assignment 12,2025-01-07,Classwork,3,20,F,16.9,Excellent!
138227,1110,72,Assignment 5,2024-10-01,Classwork,7,20,F,35.34,Needs review
138228,1110,72,Assignment 17,2025-01-16,Quiz,13,50,F,27.95,See me for help
138229,1110,72,Assignment 12,2025-01-23,Homework,19,50,F,38.37,Good work!
138230,1110,72,Assignment 10,2025-02-25,Quiz,12,50,F,25.53,See me for help
138231,1110,72,Assignment 2,2024-11-26,Homework,6,20,F,30.49,Excellent!
138232,1110,72,Assignment 10,2024-11-08,Homework,6,25,F,24.84,Good work!
138233,1110,72,Assignment 20,2024-10-04,Test,4,25,F,17.73,Needs review
