AssessmentID,StudentID,ClassID,AssignmentName,AssessmentDate,AssessmentType,PointsEarned,PointsPossible,GradeLetter,GradePercentage,Comments
735652,5919,337,Assignment 2,2025-02-11,Project,58,100,F,58.24,Excellent!
735653,5919,337,Assignment 6,2024-11-05,Test,7,10,C,76.85,Excellent!
735654,5919,337,Assignment 14,2025-01-04,Quiz,17,25,C,70.09,See me for help
735655,5919,337,Assignment 3,2024-12-13,Project,7,10,C,72.97,Needs review
735656,5919,337,Assignment 19,2024-11-04,Project,72,100,C,72.31,Excellent!
735657,5919,337,Assignment 16,2024-09-08,Classwork,6,10,D,67.26,Needs review
735658,5919,337,Assignment 9,2025-01-05,Quiz,15,20,C,76.92,Needs review
735659,5919,337,Assignment 3,2024-11-25,Test,15,20,C,78.37,Good work!
735660,5919,337,Assignment 8,2025-01-10,Project,17,25,C,71.82,Needs review
735661,5919,337,Assignment 20,2024-12-10,Project,7,10,C,75.96,Needs review
735662,5919,337,Assignment 18,2024-12-31,Classwork,16,20,B,84.77,Excellent!
735663,5919,337,Assignment 5,2025-03-01,Quiz,42,50,B,84.01,Good work!
735664,5919,337,Assignment 15,2025-02-17,Classwork,76,100,C,76.12,Needs review
735665,5919,337,Assignment 16,2025-01-26,Project,13,20,D,65.9,Excellent!
735666,5919,337,Assignment 2,2024-10-04,Test,7,10,C,74.91,See me for help
735667,5919,337,Assignment 16,2024-11-12,Classwork,12,20,D,62.79,Excellent!
735668,5919,337,Assignment 18,2024-12-19,Classwork,7,10,C,79.52,Good work!
735669,5919,337,Assignment 17,2025-01-29,Homework,34,50,D,69.03,Excellent!
735670,5919,337,Assignment 6,2024-11-12,Classwork,85,100,B,85.46,Good work!
735671,5919,331,Assignment 5,2024-11-17,Project,5,10,F,57.3,Excellent!
735672,5919,331,Assignment 18,2025-03-13,Project,40,50,B,81.22,Excellent!
735673,5919,331,Assignment 3,2024-12-06,Test,6,10,D,62.86,Excellent!
735674,5919,331,Assignment 13,2024-09-11,Quiz,13,20,D,66.85,Needs review
735675,5919,331,Assignment 6,2025-03-01,Classwork,18,25,C,75.31,See me for help
735676,5919,331,Assignment 18,2024-10-08,Test,71,100,C,71.76,Good work!
735677,5919,331,Assignment 3,2024-12-23,Project,29,50,F,59.65,Good work!
735678,5919,331,Assignment 19,2024-12-31,Homework,17,20,B,86.36,See me for help
735679,5919,331,Assignment 9,2025-01-16,Test,14,20,C,73.37,Good work!
735680,5919,331,Assignment 2,2024-11-08,Test,32,50,D,64.03,See me for help
735681,5919,331,Assignment 7,2025-03-15,Quiz,8,10,B,81.02,Good work!
735682,5919,331,Assignment 20,2024-12-31,Test,12,20,D,64.24,Excellent!
735683,5919,331,Assignment 19,2025-02-16,Quiz,57,100,F,57.64,Needs review
735684,5919,331,Assignment 16,2025-01-10,Test,77,100,C,77.21,See me for help
735685,5919,331,Assignment 11,2024-12-23,Project,69,100,D,69.79,Needs review
735686,5919,331,Assignment 11,2024-10-03,Quiz,40,50,B,80.62,See me for help
735687,5919,331,Assignment 12,2024-09-23,Test,67,100,D,67.98,Good work!
735688,5919,331,Assignment 16,2024-12-20,Quiz,19,25,C,76.81,Needs review
735689,5919,340,Assignment 15,2024-11-10,Homework,20,25,B,83.72,Excellent!
735690,5919,340,Assignment 15,2024-10-09,Classwork,6,10,D,67.84,See me for help
735691,5919,340,Assignment 14,2024-12-09,Quiz,11,20,F,58.13,Good work!
735692,5919,340,Assignment 1,2024-11-20,Quiz,31,50,D,63.99,Excellent!
735693,5919,340,Assignment 6,2025-03-06,Project,6,10,D,66.05,Good work!
735694,5919,340,Assignment 14,2025-03-16,Quiz,16,25,D,67.14,Needs review
735695,5919,340,Assignment 4,2025-02-06,Homework,15,20,C,75.73,Excellent!
735696,5919,340,Assignment 3,2025-01-01,Classwork,43,50,B,86.88,Needs review
735697,5919,340,Assignment 19,2025-03-06,Quiz,15,20,C,78.12,Excellent!
735698,5919,340,Assignment 8,2025-02-09,Quiz,29,50,F,59.19,See me for help
735699,5919,340,Assignment 16,2024-10-02,Test,13,20,D,69.2,Excellent!
735700,5919,340,Assignment 2,2025-01-16,Homework,29,50,F,59.2,Excellent!
735701,5919,340,Assignment 11,2024-10-29,Project,62,100,D,62.64,Good work!
735702,5919,340,Assignment 20,2025-02-16,Classwork,32,50,D,65.19,See me for help
735703,5919,340,Assignment 15,2024-11-22,Quiz,5,10,F,57.56,See me for help
735704,5919,340,Assignment 1,2024-11-09,Test,7,10,C,70.49,See me for help
735705,5919,340,Assignment 19,2024-09-29,Project,83,100,B,83.46,Excellent!
735706,5919,340,Assignment 10,2024-10-17,Quiz,15,25,D,63.81,Excellent!
735707,5919,340,Assignment 10,2024-12-18,Classwork,21,25,B,85.51,See me for help
735708,5919,340,Assignment 15,2025-01-26,Quiz,20,25,B,83.98,Excellent!
735709,5919,326,Assignment 13,2024-12-27,Homework,72,100,C,72.39,Good work!
735710,5919,326,Assignment 4,2025-02-25,Homework,14,20,C,73.78,Excellent!
735711,5919,326,Assignment 17,2024-11-12,Homework,34,50,D,68.18,Good work!
735712,5919,326,Assignment 13,2025-02-04,Quiz,40,50,B,80.73,Needs review
735713,5919,326,Assignment 4,2024-11-27,Quiz,63,100,D,63.49,Good work!
735714,5919,326,Assignment 20,2025-01-04,Project,65,100,D,65.03,Excellent!
735715,5919,326,Assignment 15,2025-01-07,Quiz,15,25,D,62.97,Needs review
735716,5919,326,Assignment 14,2025-02-03,Project,16,20,B,82.63,Excellent!
735717,5919,326,Assignment 12,2025-02-23,Project,60,100,D,60.5,Good work!
735718,5919,326,Assignment 4,2024-11-25,Classwork,21,25,B,86.32,Needs review
735719,5919,326,Assignment 17,2025-02-26,Homework,39,50,C,78.26,Excellent!
735720,5919,326,Assignment 11,2024-11-10,Project,16,25,D,65.85,Good work!
735721,5919,326,Assignment 7,2025-01-29,Homework,6,10,D,61.79,Good work!
735722,5919,326,Assignment 15,2024-09-20,Project,7,10,C,72.2,See me for help
735723,5919,326,Assignment 13,2025-02-18,Test,14,25,F,58.24,See me for help
735724,5919,326,Assignment 8,2025-01-15,Quiz,14,25,F,58.17,Good work!
735725,5919,326,Assignment 15,2025-02-08,Test,6,10,D,64.44,Needs review
735726,5919,326,Assignment 17,2024-10-22,Test,77,100,C,77.27,Good work!
735727,5919,328,Assignment 6,2024-10-10,Homework,14,25,F,57.29,See me for help
735728,5919,328,Assignment 19,2025-01-11,Homework,6,10,D,60.62,Needs review
735729,5919,328,Assignment 9,2024-09-20,Homework,18,25,C,72.82,See me for help
735730,5919,328,Assignment 10,2025-01-13,Homework,42,50,B,85.46,Excellent!
735731,5919,328,Assignment 20,2025-01-21,Test,17,25,C,71.6,See me for help
735732,5919,328,Assignment 3,2025-02-01,Homework,18,25,C,74.28,Good work!
735733,5919,328,Assignment 6,2024-12-27,Homework,14,25,F,58.3,Needs review
735734,5919,328,Assignment 11,2024-10-16,Project,6,10,D,67.21,Needs review
735735,5919,328,Assignment 18,2024-10-24,Project,6,10,D,62.44,Needs review
735736,5919,328,Assignment 8,2024-11-25,Test,57,100,F,57.1,See me for help
735737,5919,328,Assignment 10,2025-02-25,Test,43,50,B,86.92,Excellent!
735738,5919,328,Assignment 17,2024-09-05,Homework,65,100,D,65.25,Needs review
735739,5919,328,Assignment 17,2025-03-07,Test,15,20,C,77.03,Good work!
735740,5919,328,Assignment 19,2025-03-16,Homework,8,10,B,85.47,Needs review
735741,5919,328,Assignment 5,2024-09-19,Project,12,20,D,63.69,Needs review
735742,5919,328,Assignment 10,2024-09-22,Project,5,10,F,58.33,Needs review
735743,5919,328,Assignment 4,2024-10-26,Project,37,50,C,74.22,Good work!
735744,5919,328,Assignment 3,2025-01-08,Quiz,8,10,B,81.39,Needs review
735745,5919,328,Assignment 1,2025-01-29,Classwork,20,25,B,83.75,Excellent!
735746,5919,328,Assignment 15,2024-09-25,Classwork,14,20,C,72.57,Needs review
735747,5919,328,Assignment 10,2024-10-28,Project,31,50,D,63.68,See me for help
735748,5919,328,Assignment 13,2024-11-15,Classwork,12,20,D,63.62,Needs review
735749,5919,328,Assignment 7,2024-09-25,Quiz,42,50,B,84.7,See me for help
735750,5919,328,Assignment 8,2025-02-23,Classwork,83,100,B,83.52,Excellent!
735751,5919,336,Assignment 5,2025-01-02,Project,7,10,C,76.39,Needs review
735752,5919,336,Assignment 13,2024-10-19,Test,36,50,C,72.72,Needs review
735753,5919,336,Assignment 19,2025-03-13,Test,6,10,D,64.66,Excellent!
735754,5919,336,Assignment 12,2025-03-07,Homework,57,100,F,57.78,Excellent!
735755,5919,336,Assignment 19,2025-01-22,Project,6,10,D,68.31,Needs review
735756,5919,336,Assignment 17,2024-09-13,Project,15,20,C,77.24,Needs review
735757,5919,336,Assignment 16,2025-03-01,Homework,16,25,D,66.36,Needs review
735758,5919,336,Assignment 19,2024-09-11,Quiz,8,10,B,80.72,See me for help
735759,5919,336,Assignment 5,2025-01-19,Classwork,15,20,C,78.7,See me for help
735760,5919,336,Assignment 7,2024-09-19,Project,30,50,D,61.05,See me for help
735761,5919,336,Assignment 9,2024-09-15,Quiz,32,50,D,65.82,Excellent!
735762,5919,336,Assignment 15,2024-11-30,Homework,8,10,B,82.54,Needs review
735763,5919,336,Assignment 8,2025-01-06,Homework,6,10,D,65.86,See me for help
735764,5919,336,Assignment 16,2025-03-12,Classwork,33,50,D,67.22,Excellent!
735765,5919,336,Assignment 5,2024-10-13,Test,7,10,C,77.14,Good work!
735766,5919,336,Assignment 2,2024-11-16,Homework,14,20,C,70.19,Excellent!
735767,5919,336,Assignment 10,2024-10-25,Test,16,20,B,84.28,Good work!
735768,5919,336,Assignment 10,2025-01-12,Quiz,12,20,D,64.82,Needs review
735769,5919,336,Assignment 13,2024-12-10,Project,60,100,D,60.99,Needs review
735770,5919,336,Assignment 7,2024-09-24,Classwork,65,100,D,65.68,See me for help
735771,5919,333,Assignment 17,2024-10-09,Homework,21,25,B,85.37,Good work!
735772,5919,333,Assignment 14,2025-02-11,Quiz,19,25,C,79.56,Needs review
735773,5919,333,Assignment 10,2024-10-25,Quiz,42,50,B,85.99,See me for help
735774,5919,333,Assignment 4,2025-03-05,Homework,5,10,F,57.34,See me for help
735775,5919,333,Assignment 8,2024-12-17,Homework,6,10,D,63.74,Good work!
735776,5919,333,Assignment 7,2024-12-25,Classwork,14,20,C,73.96,Excellent!
735777,5919,333,Assignment 20,2025-03-06,Project,15,25,D,61.77,Needs review
735778,5919,333,Assignment 8,2024-09-23,Test,20,25,B,80.88,Excellent!
735779,5919,333,Assignment 17,2025-02-19,Homework,8,10,B,81.79,Needs review
735780,5919,333,Assignment 19,2025-01-29,Test,6,10,D,62.65,Needs review
735781,5919,333,Assignment 2,2025-01-30,Classwork,6,10,D,65.49,Excellent!
735782,5919,333,Assignment 4,2024-12-21,Test,6,10,D,64.7,Needs review
735783,5919,333,Assignment 14,2025-02-12,Project,21,25,B,84.83,Needs review
735784,5919,333,Assignment 19,2024-09-05,Classwork,21,25,B,85.95,Excellent!
735785,5919,333,Assignment 6,2024-09-04,Classwork,42,50,B,85.84,See me for help
735786,5919,333,Assignment 14,2024-09-05,Classwork,8,10,B,85.57,See me for help
735787,5919,333,Assignment 17,2025-02-25,Homework,12,20,D,64.3,Needs review
735788,5919,333,Assignment 6,2025-03-08,Project,75,100,C,75.86,Excellent!
735789,5919,333,Assignment 19,2024-12-07,Homework,41,50,B,82.4,See me for help
735790,5919,333,Assignment 15,2025-01-25,Project,15,20,C,76.39,Good work!
735791,5919,335,Assignment 10,2024-09-17,Quiz,81,100,B,81.35,Excellent!
735792,5919,335,Assignment 4,2024-09-05,Quiz,19,25,C,76.72,See me for help
735793,5919,335,Assignment 2,2025-03-03,Project,79,100,C,79.31,Needs review
735794,5919,335,Assignment 13,2024-09-05,Classwork,13,20,D,65.95,Good work!
735795,5919,335,Assignment 3,2024-12-13,Classwork,6,10,D,65.18,See me for help
735796,5919,335,Assignment 4,2025-03-18,Homework,36,50,C,72.68,Needs review
735797,5919,335,Assignment 9,2024-10-13,Quiz,39,50,C,79.84,Good work!
735798,5919,335,Assignment 14,2025-01-28,Quiz,13,20,D,69.34,Good work!
735799,5919,335,Assignment 16,2025-02-05,Classwork,63,100,D,63.01,Excellent!
735800,5919,335,Assignment 2,2025-01-30,Test,20,25,B,80.21,See me for help
735801,5919,335,Assignment 9,2024-10-09,Quiz,6,10,D,66.48,Excellent!
735802,5919,335,Assignment 8,2025-03-16,Homework,33,50,D,66.61,Needs review
735803,5919,335,Assignment 6,2024-09-18,Homework,36,50,C,73.98,See me for help
735804,5919,335,Assignment 9,2024-09-18,Test,31,50,D,63.55,Good work!
735805,5919,335,Assignment 15,2024-11-19,Homework,79,100,C,79.65,Excellent!
735806,5919,335,Assignment 3,2024-12-31,Quiz,70,100,C,70.5,Needs review
735807,5919,335,Assignment 18,2024-11-11,Quiz,12,20,D,62.76,Needs review
735808,5919,335,Assignment 14,2025-01-30,Project,13,20,D,65.15,Good work!
735809,5919,335,Assignment 16,2025-03-20,Test,61,100,D,61.7,Needs review
735810,5919,335,Assignment 17,2025-01-18,Homework,7,10,C,79.13,See me for help
735811,5919,335,Assignment 12,2024-10-09,Project,17,25,C,70.1,Excellent!
735812,5919,335,Assignment 5,2024-12-02,Homework,28,50,F,57.42,See me for help
735813,5921,326,Assignment 1,2025-02-07,Project,65,100,D,65.83,See me for help
735814,5921,326,Assignment 10,2025-02-10,Project,7,10,C,71.38,Needs review
735815,5921,326,Assignment 5,2025-03-09,Homework,13,25,F,52.43,Needs review
735816,5921,326,Assignment 14,2025-02-03,Test,10,20,F,53.77,Needs review
735817,5921,326,Assignment 5,2024-11-22,Quiz,18,25,C,75.69,See me for help
735818,5921,326,Assignment 2,2024-12-25,Homework,13,25,F,53.78,Needs review
735819,5921,326,Assignment 13,2025-03-10,Classwork,52,100,F,52.35,Good work!
735820,5921,326,Assignment 11,2024-10-18,Quiz,7,10,C,74.31,Good work!
735821,5921,326,Assignment 15,2024-11-06,Quiz,54,100,F,54.18,Excellent!
735822,5921,326,Assignment 6,2024-11-09,Classwork,68,100,D,68.22,Good work!
735823,5921,326,Assignment 7,2025-01-01,Classwork,35,50,C,71.24,Good work!
735824,5921,326,Assignment 18,2024-10-04,Quiz,17,25,D,68.69,Excellent!
735825,5921,326,Assignment 8,2024-12-02,Test,23,50,F,46.39,Needs review
735826,5921,326,Assignment 4,2025-02-04,Homework,15,25,D,63.32,Needs review
735827,5921,326,Assignment 2,2024-10-01,Quiz,6,10,D,66.47,Good work!
735828,5921,326,Assignment 20,2024-10-05,Classwork,14,25,F,58.7,See me for help
735829,5921,326,Assignment 10,2025-03-09,Project,36,50,C,72.71,See me for help
735830,5921,326,Assignment 2,2024-11-17,Classwork,15,25,D,62.15,Excellent!
735831,5921,326,Assignment 9,2025-01-19,Classwork,29,50,F,58.68,Needs review
735832,5921,326,Assignment 19,2024-12-21,Homework,69,100,D,69.49,See me for help
735833,5921,326,Assignment 7,2024-09-17,Homework,15,25,D,61.41,Good work!
735834,5921,326,Assignment 17,2024-11-08,Homework,10,20,F,50.4,Good work!
735835,5921,326,Assignment 8,2024-11-10,Project,53,100,F,53.53,Good work!
735836,5921,326,Assignment 15,2024-11-09,Quiz,7,10,C,75.2,See me for help
735837,5921,326,Assignment 19,2024-09-06,Project,15,25,D,63.63,Needs review
735838,5921,329,Assignment 19,2025-03-08,Classwork,14,25,F,56.17,Excellent!
735839,5921,329,Assignment 9,2024-11-28,Test,25,50,F,51.38,See me for help
735840,5921,329,Assignment 16,2024-10-05,Homework,59,100,F,59.19,See me for help
735841,5921,329,Assignment 14,2025-01-19,Test,14,25,F,59.26,Excellent!
735842,5921,329,Assignment 11,2024-12-26,Project,61,100,D,61.79,Needs review
735843,5921,329,Assignment 10,2024-10-27,Quiz,12,20,D,63.38,Needs review
735844,5921,329,Assignment 5,2025-01-02,Classwork,14,25,F,56.79,Good work!
735845,5921,329,Assignment 10,2024-11-02,Project,29,50,F,58.45,Needs review
735846,5921,329,Assignment 8,2024-11-24,Test,26,50,F,52.04,Good work!
735847,5921,329,Assignment 10,2024-10-10,Project,10,20,F,53.64,See me for help
735848,5921,329,Assignment 9,2024-12-06,Homework,32,50,D,64.12,See me for help
735849,5921,329,Assignment 17,2024-11-21,Homework,15,20,C,75.07,Needs review
735850,5921,329,Assignment 7,2024-11-12,Quiz,14,20,C,72.48,Good work!
735851,5921,329,Assignment 17,2024-10-25,Project,23,50,F,46.04,See me for help
735852,5921,329,Assignment 18,2025-02-27,Classwork,17,25,C,71.79,See me for help
735853,5921,329,Assignment 18,2024-11-02,Quiz,59,100,F,59.23,Good work!
735854,5921,329,Assignment 10,2024-10-31,Classwork,5,10,F,54.75,Excellent!
735855,5921,329,Assignment 1,2025-01-11,Homework,15,25,D,60.44,Good work!
735856,5921,329,Assignment 19,2024-12-26,Classwork,10,20,F,53.33,Good work!
735857,5921,329,Assignment 5,2025-03-12,Test,11,20,F,56.11,See me for help
735858,5921,329,Assignment 1,2024-12-12,Homework,11,20,F,56.57,Needs review
735859,5921,329,Assignment 12,2024-12-04,Project,68,100,D,68.18,Excellent!
735860,5921,329,Assignment 5,2024-12-07,Test,9,20,F,49.62,Good work!
735861,5921,331,Assignment 1,2025-02-17,Project,74,100,C,74.5,Needs review
