AttendanceID,StudentID,ClassID,AttendanceDate,AttendanceStatus,Reason
2864161,4742,272,2024-09-02,Present,
2864162,4742,272,2024-09-04,Present,
2864163,4742,272,2024-09-06,Present,
2864164,4742,272,2024-09-10,Present,
2864165,4742,272,2024-09-12,Present,
2864166,4742,272,2024-09-16,Present,
2864167,4742,272,2024-09-18,Present,
2864168,4742,272,2024-09-20,Present,
2864169,4742,272,2024-09-24,Present,
2864170,4742,272,2024-09-26,Present,
2864171,4742,272,2024-09-30,Present,
2864172,4742,272,2024-10-02,Present,
2864173,4742,272,2024-10-04,Present,
2864174,4742,272,2024-10-08,Present,
2864175,4742,272,2024-10-10,Present,
2864176,4742,272,2024-10-14,Present,
2864177,4742,272,2024-10-16,Present,
2864178,4742,272,2024-10-18,Present,
2864179,4742,272,2024-10-22,Present,
2864180,4742,272,2024-10-24,Present,
2864181,4742,272,2024-10-28,Present,
2864182,4742,272,2024-10-30,Present,
2864183,4742,272,2024-11-01,Present,
2864184,4742,272,2024-11-05,Present,
2864185,4742,272,2024-11-07,Present,
2864186,4742,272,2024-11-11,Present,
2864187,4742,272,2024-11-13,Present,
2864188,4742,272,2024-11-15,Present,
2864189,4742,272,2024-11-19,Present,
2864190,4742,272,2024-11-21,Present,
2864191,4742,272,2024-11-25,Present,
2864192,4742,272,2024-11-27,Present,
2864193,4742,272,2024-11-29,Present,
2864194,4742,272,2024-12-03,Present,
2864195,4742,272,2024-12-05,Present,
2864196,4742,272,2024-12-09,Present,
2864197,4742,272,2024-12-11,Present,
2864198,4742,272,2024-12-13,Present,
2864199,4742,272,2024-12-17,Present,
2864200,4742,272,2024-12-19,Present,
2864201,4742,272,2024-12-23,Present,
2864202,4742,272,2024-12-25,Present,
2864203,4742,272,2024-12-27,Absent,Sick
2864204,4742,272,2024-12-31,Present,
2864205,4742,272,2025-01-02,Present,
2864206,4742,272,2025-01-06,Present,
2864207,4742,272,2025-01-08,Absent,Sick
2864208,4742,272,2025-01-10,Present,
2864209,4742,272,2025-01-14,Present,
2864210,4742,272,2025-01-16,Absent,Family Leave
2864211,4742,272,2025-01-20,Present,
2864212,4742,272,2025-01-22,Present,
2864213,4742,272,2025-01-24,Tardy,Oversleep
2864214,4742,272,2025-01-28,Present,
2864215,4742,272,2025-01-30,Present,
2864216,4742,272,2025-02-03,Present,
2864217,4742,272,2025-02-05,Present,
2864218,4742,272,2025-02-07,Present,
2864219,4742,272,2025-02-11,Present,
2864220,4742,272,2025-02-13,Present,
2864221,4742,272,2025-02-17,Present,
2864222,4742,272,2025-02-19,Present,
2864223,4742,272,2025-02-21,Present,
2864224,4742,272,2025-02-25,Absent,Family Leave
2864225,4742,272,2025-02-27,Present,
2864226,4742,269,2024-09-02,Present,
2864227,4742,269,2024-09-04,Present,
2864228,4742,269,2024-09-06,Present,
2864229,4742,269,2024-09-10,Present,
2864230,4742,269,2024-09-12,Present,
2864231,4742,269,2024-09-16,Present,
2864232,4742,269,2024-09-18,Present,
2864233,4742,269,2024-09-20,Present,
2864234,4742,269,2024-09-24,Present,
2864235,4742,269,2024-09-26,Present,
2864236,4742,269,2024-09-30,Present,
2864237,4742,269,2024-10-02,Present,
2864238,4742,269,2024-10-04,Present,
2864239,4742,269,2024-10-08,Tardy,Family Issue
2864240,4742,269,2024-10-10,Present,
2864241,4742,269,2024-10-14,Present,
2864242,4742,269,2024-10-16,Present,
2864243,4742,269,2024-10-18,Present,
2864244,4742,269,2024-10-22,Present,
2864245,4742,269,2024-10-24,Present,
2864246,4742,269,2024-10-28,Present,
2864247,4742,269,2024-10-30,Present,
2864248,4742,269,2024-11-01,Present,
2864249,4742,269,2024-11-05,Present,
2864250,4742,269,2024-11-07,Tardy,Family Issue
2864251,4742,269,2024-11-11,Present,
2864252,4742,269,2024-11-13,Present,
2864253,4742,269,2024-11-15,Present,
2864254,4742,269,2024-11-19,Present,
2864255,4742,269,2024-11-21,Present,
2864256,4742,269,2024-11-25,Present,
2864257,4742,269,2024-11-27,Present,
2864258,4742,269,2024-11-29,Present,
2864259,4742,269,2024-12-03,Present,
2864260,4742,269,2024-12-05,Present,
2864261,4742,269,2024-12-09,Present,
2864262,4742,269,2024-12-11,Present,
2864263,4742,269,2024-12-13,Present,
2864264,4742,269,2024-12-17,Present,
2864265,4742,269,2024-12-19,Present,
2864266,4742,269,2024-12-23,Present,
2864267,4742,269,2024-12-25,Present,
2864268,4742,269,2024-12-27,Present,
2864269,4742,269,2024-12-31,Present,
2864270,4742,269,2025-01-02,Present,
2864271,4742,269,2025-01-06,Present,
2864272,4742,269,2025-01-08,Present,
2864273,4742,269,2025-01-10,Present,
2864274,4742,269,2025-01-14,Present,
2864275,4742,269,2025-01-16,Present,
2864276,4742,269,2025-01-20,Present,
2864277,4742,269,2025-01-22,Present,
2864278,4742,269,2025-01-24,Present,
