AssessmentID,StudentID,ClassID,AssignmentName,AssessmentDate,AssessmentType,PointsEarned,PointsPossible,GradeLetter,GradePercentage,Comments
1,1,3,Assignment 14,2025-01-10,Classwork,17,20,B,87.22,Excellent!
2,1,3,Assignment 20,2025-01-22,Homework,9,10,A,91.67,See me for help
3,1,3,Assignment 1,2024-10-26,Project,48,50,A,97.43,See me for help
4,1,3,Assignment 14,2025-02-10,Quiz,25,25,A,100.0,Good work!
5,1,3,Assignment 13,2025-02-10,Quiz,17,20,B,85.32,Good work!
6,1,3,Assignment 17,2024-09-23,Classwork,25,25,A,100.0,Good work!
7,1,3,Assignment 13,2025-03-17,Classwork,23,25,A,93.74,See me for help
8,1,3,Assignment 3,2025-03-14,Homework,94,100,A,94.95,Needs review
9,1,3,Assignment 8,2025-01-20,Test,20,20,A,100.0,Excellent!
10,1,3,Assignment 2,2024-11-19,Classwork,25,25,A,100.0,Needs review
11,1,3,Assignment 2,2024-09-24,Project,20,25,B,82.85,Needs review
12,1,3,Assignment 11,2025-01-23,Homework,48,50,A,97.03,Good work!
13,1,3,Assignment 17,2025-01-01,Test,45,50,A,90.6,Excellent!
14,1,3,Assignment 17,2025-01-27,Homework,20,25,B,83.09,Needs review
15,1,3,Assignment 20,2024-11-23,Project,10,10,A,100.0,See me for help
16,1,3,Assignment 11,2024-09-02,Quiz,24,25,A,96.65,Needs review
17,1,3,Assignment 16,2024-09-10,Test,42,50,B,85.7,Good work!
18,1,3,Assignment 4,2024-09-21,Classwork,93,100,A,93.5,Good work!
19,1,3,Assignment 10,2025-01-01,Project,18,20,A,94.65,Good work!
20,1,3,Assignment 13,2024-11-04,Test,10,10,A,100.0,Excellent!
21,1,3,Assignment 17,2024-12-07,Homework,50,50,A,100.0,See me for help
22,1,3,Assignment 15,2025-01-20,Test,50,50,A,100.0,Good work!
23,1,15,Assignment 7,2024-09-18,Project,42,50,B,84.83,Excellent!
24,1,15,Assignment 9,2024-11-04,Homework,20,20,A,100.0,Good work!
