AttendanceID,StudentID,ClassID,AttendanceDate,AttendanceStatus,Reason
1613171,2673,150,2024-09-02,Present,
1613172,2673,150,2024-09-04,Present,
1613173,2673,150,2024-09-06,Present,
1613174,2673,150,2024-09-10,Present,
1613175,2673,150,2024-09-12,Present,
1613176,2673,150,2024-09-16,Present,
1613177,2673,150,2024-09-18,Present,
1613178,2673,150,2024-09-20,Present,
1613179,2673,150,2024-09-24,Absent,Sick
1613180,2673,150,2024-09-26,Present,
1613181,2673,150,2024-09-30,Present,
1613182,2673,150,2024-10-02,Present,
1613183,2673,150,2024-10-04,Present,
1613184,2673,150,2024-10-08,Present,
1613185,2673,150,2024-10-10,Present,
1613186,2673,150,2024-10-14,Present,
1613187,2673,150,2024-10-16,Present,
1613188,2673,150,2024-10-18,Present,
1613189,2673,150,2024-10-22,Present,
1613190,2673,150,2024-10-24,Present,
1613191,2673,150,2024-10-28,Present,
1613192,2673,150,2024-10-30,Present,
1613193,2673,150,2024-11-01,Present,
1613194,2673,150,2024-11-05,Present,
1613195,2673,150,2024-11-07,Present,
1613196,2673,150,2024-11-11,Present,
1613197,2673,150,2024-11-13,Present,
1613198,2673,150,2024-11-15,Present,
1613199,2673,150,2024-11-19,Present,
1613200,2673,150,2024-11-21,Present,
1613201,2673,150,2024-11-25,Present,
1613202,2673,150,2024-11-27,Present,
1613203,2673,150,2024-11-29,Present,
1613204,2673,150,2024-12-03,Tardy,Oversleep
1613205,2673,150,2024-12-05,Present,
1613206,2673,150,2024-12-09,Present,
1613207,2673,150,2024-12-11,Present,
1613208,2673,150,2024-12-13,Present,
1613209,2673,150,2024-12-17,Present,
1613210,2673,150,2024-12-19,Present,
1613211,2673,150,2024-12-23,Present,
1613212,2673,150,2024-12-25,Present,
1613213,2673,150,2024-12-27,Present,
1613214,2673,150,2024-12-31,Present,
1613215,2673,150,2025-01-02,Present,
1613216,2673,150,2025-01-06,Present,
1613217,2673,150,2025-01-08,Present,
1613218,2673,150,2025-01-10,Present,
1613219,2673,150,2025-01-14,Present,
1613220,2673,150,2025-01-16,Absent,Doctor Appointment
1613221,2673,150,2025-01-20,Present,
1613222,2673,150,2025-01-22,Absent,Sick
1613223,2673,150,2025-01-24,Present,
1613224,2673,150,2025-01-28,Present,
1613225,2673,150,2025-01-30,Present,
1613226,2673,150,2025-02-03,Present,
1613227,2673,150,2025-02-05,Present,
1613228,2673,150,2025-02-07,Present,
1613229,2673,150,2025-02-11,Present,
1613230,2673,150,2025-02-13,Present,
1613231,2673,150,2025-02-17,Present,
1613232,2673,150,2025-02-19,Absent,Family Leave
1613233,2673,150,2025-02-21,Present,
1613234,2673,150,2025-02-25,Present,
1613235,2673,150,2025-02-27,Present,
1613236,2673,155,2024-09-02,Tardy,Family Issue
1613237,2673,155,2024-09-03,Present,
1613238,2673,155,2024-09-04,Present,
1613239,2673,155,2024-09-05,Present,
1613240,2673,155,2024-09-06,Present,
1613241,2673,155,2024-09-09,Present,
1613242,2673,155,2024-09-10,Present,
1613243,2673,155,2024-09-11,Present,
1613244,2673,155,2024-09-12,Present,
1613245,2673,155,2024-09-13,Tardy,Oversleep
1613246,2673,155,2024-09-16,Present,
1613247,2673,155,2024-09-17,Present,
1613248,2673,155,2024-09-18,Present,
1613249,2673,155,2024-09-19,Present,
1613250,2673,155,2024-09-20,Present,
1613251,2673,155,2024-09-23,Present,
1613252,2673,155,2024-09-24,Present,
1613253,2673,155,2024-09-25,Absent,Unknown
1613254,2673,155,2024-09-26,Present,
1613255,2673,155,2024-09-27,Absent,Doctor Appointment
1613256,2673,155,2024-09-30,Present,
1613257,2673,155,2024-10-01,Present,
1613258,2673,155,2024-10-02,Present,
1613259,2673,155,2024-10-03,Present,
1613260,2673,155,2024-10-04,Present,
1613261,2673,155,2024-10-07,Present,
1613262,2673,155,2024-10-08,Present,
1613263,2673,155,2024-10-09,Absent,Doctor Appointment
1613264,2673,155,2024-10-10,Present,
1613265,2673,155,2024-10-11,Present,
1613266,2673,155,2024-10-14,Present,
1613267,2673,155,2024-10-15,Present,
1613268,2673,155,2024-10-16,Present,
1613269,2673,155,2024-10-17,Present,
1613270,2673,155,2024-10-18,Present,
1613271,2673,155,2024-10-21,Present,
1613272,2673,155,2024-10-22,Present,
1613273,2673,155,2024-10-23,Present,
1613274,2673,155,2024-10-24,Present,
1613275,2673,155,2024-10-25,Present,
1613276,2673,155,2024-10-28,Present,
1613277,2673,155,2024-10-29,Present,
1613278,2673,155,2024-10-30,Present,
1613279,2673,155,2024-10-31,Present,
1613280,2673,155,2024-11-01,Present,
1613281,2673,155,2024-11-04,Absent,Sick
1613282,2673,155,2024-11-05,Present,
1613283,2673,155,2024-11-06,Present,
1613284,2673,155,2024-11-07,Present,
