AttendanceID,StudentID,ClassID,AttendanceDate,AttendanceStatus,Reason
2167881,3595,205,2024-09-02,Present,
2167882,3595,205,2024-09-03,Present,
2167883,3595,205,2024-09-04,Present,
2167884,3595,205,2024-09-05,Present,
2167885,3595,205,2024-09-06,Present,
2167886,3595,205,2024-09-09,Excused,Unknown
2167887,3595,205,2024-09-10,Present,
2167888,3595,205,2024-09-11,Absent,Unknown
2167889,3595,205,2024-09-12,Present,
2167890,3595,205,2024-09-13,Present,
2167891,3595,205,2024-09-16,Present,
2167892,3595,205,2024-09-17,Present,
2167893,3595,205,2024-09-18,Absent,Unknown
2167894,3595,205,2024-09-19,Present,
2167895,3595,205,2024-09-20,Present,
2167896,3595,205,2024-09-23,Present,
2167897,3595,205,2024-09-24,Present,
2167898,3595,205,2024-09-25,Present,
2167899,3595,205,2024-09-26,Present,
2167900,3595,205,2024-09-27,Tardy,Oversleep
2167901,3595,205,2024-09-30,Tardy,Late Bus
2167902,3595,205,2024-10-01,Present,
2167903,3595,205,2024-10-02,Present,
2167904,3595,205,2024-10-03,Present,
2167905,3595,205,2024-10-04,Present,
2167906,3595,205,2024-10-07,Present,
2167907,3595,205,2024-10-08,Present,
2167908,3595,205,2024-10-09,Present,
2167909,3595,205,2024-10-10,Present,
2167910,3595,205,2024-10-11,Present,
2167911,3595,205,2024-10-14,Present,
2167912,3595,205,2024-10-15,Absent,Sick
2167913,3595,205,2024-10-16,Present,
2167914,3595,205,2024-10-17,Absent,Doctor Appointment
2167915,3595,205,2024-10-18,Present,
2167916,3595,205,2024-10-21,Present,
2167917,3595,205,2024-10-22,Present,
2167918,3595,205,2024-10-23,Absent,Family Leave
2167919,3595,205,2024-10-24,Present,
2167920,3595,205,2024-10-25,Present,
2167921,3595,205,2024-10-28,Present,
2167922,3595,205,2024-10-29,Present,
2167923,3595,205,2024-10-30,Present,
2167924,3595,205,2024-10-31,Present,
2167925,3595,205,2024-11-01,Present,
2167926,3595,205,2024-11-04,Present,
2167927,3595,205,2024-11-05,Present,
2167928,3595,205,2024-11-06,Present,
2167929,3595,205,2024-11-07,Present,
2167930,3595,205,2024-11-08,Tardy,Family Issue
2167931,3595,205,2024-11-11,Present,
2167932,3595,205,2024-11-12,Present,
2167933,3595,205,2024-11-13,Present,
2167934,3595,205,2024-11-14,Present,
2167935,3595,205,2024-11-15,Absent,Family Leave
2167936,3595,205,2024-11-18,Present,
2167937,3595,205,2024-11-19,Present,
2167938,3595,205,2024-11-20,Present,
2167939,3595,205,2024-11-21,Present,
2167940,3595,205,2024-11-22,Tardy,Late Bus
2167941,3595,205,2024-11-25,Present,
2167942,3595,205,2024-11-26,Present,
2167943,3595,205,2024-11-27,Present,
2167944,3595,205,2024-11-28,Absent,Sick
2167945,3595,205,2024-11-29,Present,
2167946,3595,205,2024-12-02,Tardy,Family Issue
