AttendanceID,StudentID,ClassID,AttendanceDate,AttendanceStatus,Reason
4101826,6790,370,2024-09-02,Present,
4101827,6790,370,2024-09-04,Present,
4101828,6790,370,2024-09-06,Tardy,Family Issue
4101829,6790,370,2024-09-10,Present,
4101830,6790,370,2024-09-12,Present,
4101831,6790,370,2024-09-16,Present,
4101832,6790,370,2024-09-18,Present,
4101833,6790,370,2024-09-20,Present,
4101834,6790,370,2024-09-24,Present,
4101835,6790,370,2024-09-26,Present,
4101836,6790,370,2024-09-30,Present,
4101837,6790,370,2024-10-02,Present,
4101838,6790,370,2024-10-04,Present,
4101839,6790,370,2024-10-08,Present,
4101840,6790,370,2024-10-10,Present,
4101841,6790,370,2024-10-14,Present,
4101842,6790,370,2024-10-16,Absent,Unknown
4101843,6790,370,2024-10-18,Present,
4101844,6790,370,2024-10-22,Present,
4101845,6790,370,2024-10-24,Absent,Family Leave
4101846,6790,370,2024-10-28,Present,
4101847,6790,370,2024-10-30,Present,
4101848,6790,370,2024-11-01,Present,
4101849,6790,370,2024-11-05,Present,
4101850,6790,370,2024-11-07,Present,
4101851,6790,370,2024-11-11,Present,
4101852,6790,370,2024-11-13,Present,
4101853,6790,370,2024-11-15,Present,
4101854,6790,370,2024-11-19,Present,
4101855,6790,370,2024-11-21,Present,
4101856,6790,370,2024-11-25,Tardy,Family Issue
4101857,6790,370,2024-11-27,Present,
4101858,6790,370,2024-11-29,Present,
4101859,6790,370,2024-12-03,Present,
4101860,6790,370,2024-12-05,Present,
4101861,6790,370,2024-12-09,Present,
4101862,6790,370,2024-12-11,Present,
4101863,6790,370,2024-12-13,Present,
4101864,6790,370,2024-12-17,Present,
4101865,6790,370,2024-12-19,Present,
4101866,6790,370,2024-12-23,Present,
4101867,6790,370,2024-12-25,Present,
4101868,6790,370,2024-12-27,Present,
4101869,6790,370,2024-12-31,Present,
4101870,6790,370,2025-01-02,Present,
4101871,6790,370,2025-01-06,Present,
4101872,6790,370,2025-01-08,Present,
4101873,6790,370,2025-01-10,Present,
4101874,6790,370,2025-01-14,Present,
4101875,6790,370,2025-01-16,Present,
4101876,6790,370,2025-01-20,Present,
4101877,6790,370,2025-01-22,Present,
4101878,6790,370,2025-01-24,Present,
4101879,6790,370,2025-01-28,Present,
4101880,6790,370,2025-01-30,Tardy,Late Bus
4101881,6790,370,2025-02-03,Present,
4101882,6790,370,2025-02-05,Present,
4101883,6790,370,2025-02-07,Present,
4101884,6790,370,2025-02-11,Present,
4101885,6790,370,2025-02-13,Tardy,Family Issue
4101886,6790,370,2025-02-17,Present,
4101887,6790,370,2025-02-19,Present,
4101888,6790,370,2025-02-21,Present,
4101889,6790,370,2025-02-25,Present,
4101890,6790,370,2025-02-27,Present,
4101891,6790,363,2024-09-02,Present,
4101892,6790,363,2024-09-03,Present,
4101893,6790,363,2024-09-04,Present,
4101894,6790,363,2024-09-05,Present,
4101895,6790,363,2024-09-06,Present,
4101896,6790,363,2024-09-09,Present,
4101897,6790,363,2024-09-10,Present,
4101898,6790,363,2024-09-11,Present,
4101899,6790,363,2024-09-12,Present,
4101900,6790,363,2024-09-13,Present,
4101901,6790,363,2024-09-16,Present,
4101902,6790,363,2024-09-17,Present,
4101903,6790,363,2024-09-18,Present,
4101904,6790,363,2024-09-19,Present,
4101905,6790,363,2024-09-20,Tardy,Family Issue
4101906,6790,363,2024-09-23,Present,
4101907,6790,363,2024-09-24,Absent,Family Leave
4101908,6790,363,2024-09-25,Present,
4101909,6790,363,2024-09-26,Present,
4101910,6790,363,2024-09-27,Present,
4101911,6790,363,2024-09-30,Present,
4101912,6790,363,2024-10-01,Present,
4101913,6790,363,2024-10-02,Present,
4101914,6790,363,2024-10-03,Present,
4101915,6790,363,2024-10-04,Present,
4101916,6790,363,2024-10-07,Present,
4101917,6790,363,2024-10-08,Present,
4101918,6790,363,2024-10-09,Present,
4101919,6790,363,2024-10-10,Tardy,Late Bus
4101920,6790,363,2024-10-11,Present,
4101921,6790,363,2024-10-14,Present,
4101922,6790,363,2024-10-15,Present,
4101923,6790,363,2024-10-16,Present,
4101924,6790,363,2024-10-17,Present,
4101925,6790,363,2024-10-18,Present,
4101926,6790,363,2024-10-21,Present,
4101927,6790,363,2024-10-22,Present,
4101928,6790,363,2024-10-23,Present,
4101929,6790,363,2024-10-24,Present,
4101930,6790,363,2024-10-25,Present,
4101931,6790,363,2024-10-28,Present,
4101932,6790,363,2024-10-29,Present,
4101933,6790,363,2024-10-30,Present,
4101934,6790,363,2024-10-31,Present,
4101935,6790,363,2024-11-01,Present,
4101936,6790,363,2024-11-04,Present,
4101937,6790,363,2024-11-05,Present,
4101938,6790,363,2024-11-06,Present,
4101939,6790,363,2024-11-07,Present,
4101940,6790,363,2024-11-08,Present,
4101941,6790,363,2024-11-11,Present,
