AssessmentID,StudentID,ClassID,AssignmentName,AssessmentDate,AssessmentType,PointsEarned,PointsPossible,GradeLetter,GradePercentage,Comments
403293,3251,188,Assignment 15,2024-12-23,Homework,9,10,A,90.74,Needs review
403294,3251,188,Assignment 16,2025-03-19,Test,7,10,C,70.39,Excellent!
403295,3251,188,Assignment 4,2024-10-21,Quiz,70,100,C,70.54,Good work!
403296,3251,188,Assignment 13,2025-02-26,Project,32,50,D,64.08,See me for help
403297,3251,188,Assignment 11,2025-02-15,Test,43,50,B,87.33,Needs review
403298,3251,188,Assignment 2,2024-12-23,Quiz,44,50,B,89.62,Excellent!
403299,3251,188,Assignment 9,2025-03-13,Project,16,20,B,82.37,Good work!
403300,3251,188,Assignment 7,2025-02-21,Quiz,16,20,B,82.47,Needs review
403301,3251,188,Assignment 20,2025-02-18,Quiz,82,100,B,82.38,Excellent!
403302,3251,188,Assignment 14,2024-11-04,Test,6,10,D,63.19,Needs review
403303,3251,188,Assignment 18,2024-12-31,Homework,85,100,B,85.39,Needs review
403304,3251,188,Assignment 5,2024-11-18,Homework,16,20,B,81.48,Needs review
403305,3251,188,Assignment 3,2024-10-22,Classwork,33,50,D,66.35,Good work!
403306,3251,188,Assignment 2,2024-12-03,Project,17,20,B,87.34,Excellent!
403307,3251,188,Assignment 18,2024-09-11,Test,38,50,C,77.76,Good work!
403308,3251,188,Assignment 10,2024-12-21,Test,17,20,B,86.28,Good work!
403309,3251,166,Assignment 12,2024-12-24,Quiz,85,100,B,85.96,See me for help
403310,3251,166,Assignment 17,2024-10-12,Project,33,50,D,67.58,Good work!
403311,3251,166,Assignment 2,2024-11-24,Classwork,8,10,B,84.86,See me for help
403312,3251,166,Assignment 20,2024-09-21,Homework,7,10,C,72.7,Excellent!
403313,3251,166,Assignment 9,2024-10-31,Homework,83,100,B,83.26,See me for help
403314,3251,166,Assignment 19,2024-09-20,Test,83,100,B,83.1,Good work!
403315,3251,166,Assignment 19,2024-10-19,Classwork,8,10,B,80.86,Needs review
403316,3251,166,Assignment 10,2024-12-15,Classwork,43,50,B,86.48,Needs review
403317,3251,166,Assignment 2,2024-11-15,Project,38,50,C,77.97,See me for help
403318,3251,166,Assignment 10,2024-09-17,Quiz,64,100,D,64.12,See me for help
403319,3251,166,Assignment 9,2024-12-09,Homework,35,50,C,71.22,See me for help
403320,3251,166,Assignment 3,2024-09-21,Test,37,50,C,74.39,Good work!
403321,3251,166,Assignment 10,2024-09-21,Homework,22,25,A,90.94,Needs review
403322,3251,166,Assignment 19,2025-01-26,Quiz,37,50,C,74.29,Good work!
