AttendanceID,StudentID,ClassID,AttendanceDate,AttendanceStatus,Reason
1959946,3251,188,2024-09-02,Present,
1959947,3251,188,2024-09-03,Present,
1959948,3251,188,2024-09-04,Present,
1959949,3251,188,2024-09-05,Present,
1959950,3251,188,2024-09-06,Present,
1959951,3251,188,2024-09-09,Present,
1959952,3251,188,2024-09-10,Present,
1959953,3251,188,2024-09-11,Present,
1959954,3251,188,2024-09-12,Absent,Family Leave
1959955,3251,188,2024-09-13,Present,
1959956,3251,188,2024-09-16,Present,
1959957,3251,188,2024-09-17,Present,
1959958,3251,188,2024-09-18,Present,
1959959,3251,188,2024-09-19,Tardy,Late Bus
1959960,3251,188,2024-09-20,Present,
1959961,3251,188,2024-09-23,Present,
1959962,3251,188,2024-09-24,Present,
1959963,3251,188,2024-09-25,Present,
1959964,3251,188,2024-09-26,Present,
1959965,3251,188,2024-09-27,Present,
1959966,3251,188,2024-09-30,Present,
1959967,3251,188,2024-10-01,Present,
1959968,3251,188,2024-10-02,Present,
1959969,3251,188,2024-10-03,Present,
1959970,3251,188,2024-10-04,Present,
1959971,3251,188,2024-10-07,Present,
1959972,3251,188,2024-10-08,Tardy,Late Bus
1959973,3251,188,2024-10-09,Present,
1959974,3251,188,2024-10-10,Present,
1959975,3251,188,2024-10-11,Present,
1959976,3251,188,2024-10-14,Present,
1959977,3251,188,2024-10-15,Present,
1959978,3251,188,2024-10-16,Absent,Family Leave
1959979,3251,188,2024-10-17,Present,
1959980,3251,188,2024-10-18,Present,
1959981,3251,188,2024-10-21,Present,
1959982,3251,188,2024-10-22,Present,
1959983,3251,188,2024-10-23,Present,
1959984,3251,188,2024-10-24,Tardy,Late Bus
1959985,3251,188,2024-10-25,Present,
1959986,3251,188,2024-10-28,Present,
1959987,3251,188,2024-10-29,Present,
1959988,3251,188,2024-10-30,Present,
1959989,3251,188,2024-10-31,Present,
1959990,3251,188,2024-11-01,Present,
1959991,3251,188,2024-11-04,Present,
1959992,3251,188,2024-11-05,Present,
1959993,3251,188,2024-11-06,Present,
1959994,3251,188,2024-11-07,Present,
1959995,3251,188,2024-11-08,Present,
1959996,3251,188,2024-11-11,Absent,Family Leave
1959997,3251,188,2024-11-12,Present,
1959998,3251,188,2024-11-13,Present,
1959999,3251,188,2024-11-14,Present,
1960000,3251,188,2024-11-15,Present,
1960001,3251,188,2024-11-18,Present,
1960002,3251,188,2024-11-19,Present,
1960003,3251,188,2024-11-20,Present,
1960004,3251,188,2024-11-21,Present,
1960005,3251,188,2024-11-22,Present,
1960006,3251,188,2024-11-25,Present,
1960007,3251,188,2024-11-26,Present,
1960008,3251,188,2024-11-27,Present,
1960009,3251,188,2024-11-28,Present,
1960010,3251,188,2024-11-29,Present,
1960011,3251,188,2024-12-02,Present,
1960012,3251,188,2024-12-03,Present,
1960013,3251,188,2024-12-04,Present,
1960014,3251,188,2024-12-05,Tardy,Family Issue
1960015,3251,188,2024-12-06,Present,
1960016,3251,188,2024-12-09,Present,
1960017,3251,188,2024-12-10,Present,
1960018,3251,188,2024-12-11,Present,
1960019,3251,188,2024-12-12,Present,
1960020,3251,188,2024-12-13,Present,
1960021,3251,188,2024-12-16,Present,
1960022,3251,188,2024-12-17,Present,
1960023,3251,188,2024-12-18,Present,
1960024,3251,188,2024-12-19,Present,
1960025,3251,188,2024-12-20,Present,
1960026,3251,188,2024-12-23,Present,
1960027,3251,188,2024-12-24,Present,
1960028,3251,188,2024-12-25,Tardy,Oversleep
1960029,3251,188,2024-12-26,Present,
1960030,3251,188,2024-12-27,Present,
1960031,3251,188,2024-12-30,Present,
1960032,3251,188,2024-12-31,Tardy,Oversleep
1960033,3251,188,2025-01-01,Present,
1960034,3251,188,2025-01-02,Absent,Unknown
1960035,3251,188,2025-01-03,Present,
1960036,3251,188,2025-01-06,Present,
1960037,3251,188,2025-01-07,Present,
1960038,3251,188,2025-01-08,Present,
1960039,3251,188,2025-01-09,Present,
1960040,3251,188,2025-01-10,Present,
1960041,3251,188,2025-01-13,Present,
1960042,3251,188,2025-01-14,Present,
1960043,3251,188,2025-01-15,Present,
1960044,3251,188,2025-01-16,Present,
1960045,3251,188,2025-01-17,Present,
1960046,3251,188,2025-01-20,Present,
1960047,3251,188,2025-01-21,Present,
1960048,3251,188,2025-01-22,Present,
1960049,3251,188,2025-01-23,Present,
1960050,3251,188,2025-01-24,Present,
1960051,3251,188,2025-01-27,Present,
1960052,3251,188,2025-01-28,Tardy,Family Issue
1960053,3251,188,2025-01-29,Present,
1960054,3251,188,2025-01-30,Present,
1960055,3251,188,2025-01-31,Present,
1960056,3251,188,2025-02-03,Present,
1960057,3251,188,2025-02-04,Present,
1960058,3251,188,2025-02-05,Present,
1960059,3251,188,2025-02-06,Present,
1960060,3251,188,2025-02-07,Present,
1960061,3251,188,2025-02-10,Excused,Family Leave
1960062,3251,188,2025-02-11,Present,
1960063,3251,188,2025-02-12,Present,
1960064,3251,188,2025-02-13,Present,
1960065,3251,188,2025-02-14,Present,
1960066,3251,188,2025-02-17,Present,
1960067,3251,188,2025-02-18,Present,
1960068,3251,188,2025-02-19,Present,
1960069,3251,188,2025-02-20,Present,
1960070,3251,188,2025-02-21,Present,
1960071,3251,188,2025-02-24,Present,
1960072,3251,188,2025-02-25,Present,
1960073,3251,188,2025-02-26,Present,
1960074,3251,188,2025-02-27,Present,
1960075,3251,188,2025-02-28,Present,
1960076,3251,166,2024-09-02,Present,
1960077,3251,166,2024-09-04,Present,
1960078,3251,166,2024-09-06,Present,
1960079,3251,166,2024-09-10,Present,
1960080,3251,166,2024-09-12,Present,
1960081,3251,166,2024-09-16,Present,
1960082,3251,166,2024-09-18,Present,
1960083,3251,166,2024-09-20,Present,
1960084,3251,166,2024-09-24,Present,
1960085,3251,166,2024-09-26,Present,
1960086,3251,166,2024-09-30,Present,
1960087,3251,166,2024-10-02,Present,
1960088,3251,166,2024-10-04,Absent,Doctor Appointment
1960089,3251,166,2024-10-08,Present,
1960090,3251,166,2024-10-10,Absent,Sick
1960091,3251,166,2024-10-14,Present,
1960092,3251,166,2024-10-16,Present,
1960093,3251,166,2024-10-18,Present,
1960094,3251,166,2024-10-22,Tardy,Late Bus
1960095,3251,166,2024-10-24,Present,
1960096,3251,166,2024-10-28,Present,
1960097,3251,166,2024-10-30,Present,
1960098,3251,166,2024-11-01,Present,
1960099,3251,166,2024-11-05,Present,
1960100,3251,166,2024-11-07,Present,
1960101,3251,166,2024-11-11,Present,
1960102,3251,166,2024-11-13,Present,
1960103,3251,166,2024-11-15,Present,
1960104,3251,166,2024-11-19,Present,
1960105,3251,166,2024-11-21,Present,
1960106,3251,166,2024-11-25,Present,
1960107,3251,166,2024-11-27,Present,
1960108,3251,166,2024-11-29,Present,
1960109,3251,166,2024-12-03,Present,
1960110,3251,166,2024-12-05,Present,
1960111,3251,166,2024-12-09,Present,
1960112,3251,166,2024-12-11,Present,
1960113,3251,166,2024-12-13,Present,
1960114,3251,166,2024-12-17,Present,
1960115,3251,166,2024-12-19,Present,
1960116,3251,166,2024-12-23,Present,
1960117,3251,166,2024-12-25,Present,
1960118,3251,166,2024-12-27,Present,
1960119,3251,166,2024-12-31,Present,
1960120,3251,166,2025-01-02,Present,
1960121,3251,166,2025-01-06,Present,
1960122,3251,166,2025-01-08,Present,
1960123,3251,166,2025-01-10,Present,
1960124,3251,166,2025-01-14,Present,
1960125,3251,166,2025-01-16,Absent,Unknown
1960126,3251,166,2025-01-20,Tardy,Oversleep
1960127,3251,166,2025-01-22,Present,
1960128,3251,166,2025-01-24,Present,
1960129,3251,166,2025-01-28,Present,
1960130,3251,166,2025-01-30,Present,
1960131,3251,166,2025-02-03,Present,
1960132,3251,166,2025-02-05,Present,
1960133,3251,166,2025-02-07,Present,
1960134,3251,166,2025-02-11,Present,
1960135,3251,166,2025-02-13,Present,
1960136,3251,166,2025-02-17,Present,
1960137,3251,166,2025-02-19,Present,
1960138,3251,166,2025-02-21,Present,
1960139,3251,166,2025-02-25,Present,
1960140,3251,166,2025-02-27,Present,
1960141,3251,172,2024-09-02,Present,
1960142,3251,172,2024-09-04,Present,
1960143,3251,172,2024-09-06,Present,
1960144,3251,172,2024-09-10,Present,
1960145,3251,172,2024-09-12,Present,
1960146,3251,172,2024-09-16,Present,
1960147,3251,172,2024-09-18,Present,
1960148,3251,172,2024-09-20,Present,
1960149,3251,172,2024-09-24,Present,
1960150,3251,172,2024-09-26,Present,
1960151,3251,172,2024-09-30,Present,
1960152,3251,172,2024-10-02,Present,
1960153,3251,172,2024-10-04,Present,
1960154,3251,172,2024-10-08,Present,
1960155,3251,172,2024-10-10,Present,
1960156,3251,172,2024-10-14,Present,
1960157,3251,172,2024-10-16,Present,
1960158,3251,172,2024-10-18,Present,
1960159,3251,172,2024-10-22,Present,
1960160,3251,172,2024-10-24,Present,
1960161,3251,172,2024-10-28,Present,
1960162,3251,172,2024-10-30,Present,
1960163,3251,172,2024-11-01,Absent,Unknown
1960164,3251,172,2024-11-05,Present,
1960165,3251,172,2024-11-07,Present,
1960166,3251,172,2024-11-11,Present,
1960167,3251,172,2024-11-13,Present,
1960168,3251,172,2024-11-15,Present,
1960169,3251,172,2024-11-19,Present,
1960170,3251,172,2024-11-21,Tardy,Late Bus
1960171,3251,172,2024-11-25,Present,
1960172,3251,172,2024-11-27,Present,
1960173,3251,172,2024-11-29,Present,
1960174,3251,172,2024-12-03,Present,
1960175,3251,172,2024-12-05,Present,
1960176,3251,172,2024-12-09,Present,
1960177,3251,172,2024-12-11,Present,
1960178,3251,172,2024-12-13,Present,
1960179,3251,172,2024-12-17,Present,
1960180,3251,172,2024-12-19,Absent,Doctor Appointment
1960181,3251,172,2024-12-23,Present,
1960182,3251,172,2024-12-25,Present,
1960183,3251,172,2024-12-27,Present,
1960184,3251,172,2024-12-31,Present,
1960185,3251,172,2025-01-02,Present,
1960186,3251,172,2025-01-06,Present,
1960187,3251,172,2025-01-08,Present,
1960188,3251,172,2025-01-10,Present,
1960189,3251,172,2025-01-14,Present,
1960190,3251,172,2025-01-16,Tardy,Family Issue
1960191,3251,172,2025-01-20,Present,
1960192,3251,172,2025-01-22,Present,
1960193,3251,172,2025-01-24,Present,
1960194,3251,172,2025-01-28,Present,
1960195,3251,172,2025-01-30,Present,
1960196,3251,172,2025-02-03,Present,
1960197,3251,172,2025-02-05,Present,
1960198,3251,172,2025-02-07,Present,
1960199,3251,172,2025-02-11,Present,
1960200,3251,172,2025-02-13,Present,
1960201,3251,172,2025-02-17,Present,
1960202,3251,172,2025-02-19,Absent,Unknown
1960203,3251,172,2025-02-21,Present,
1960204,3251,172,2025-02-25,Present,
1960205,3251,172,2025-02-27,Absent,Sick
