AssessmentID,StudentID,ClassID,AssignmentName,AssessmentDate,AssessmentType,PointsEarned,PointsPossible,GradeLetter,GradePercentage,Comments
242668,1949,130,Assignment 15,2024-12-20,Homework,46,50,A,92.43,Excellent!
242669,1949,130,Assignment 11,2025-03-01,Project,14,20,C,70.02,Good work!
242670,1949,130,Assignment 13,2024-12-16,Homework,18,25,C,75.07,Excellent!
242671,1949,130,Assignment 4,2024-12-26,Project,22,25,A,90.14,Good work!
242672,1949,130,Assignment 16,2025-03-12,Homework,16,20,B,82.69,See me for help
242673,1949,130,Assignment 1,2024-11-10,Test,7,10,C,79.37,Good work!
242674,1949,130,Assignment 17,2024-09-10,Quiz,9,10,A,93.25,Good work!
242675,1949,130,Assignment 17,2024-10-25,Test,24,25,A,98.15,See me for help
242676,1949,130,Assignment 20,2024-10-12,Classwork,9,10,A,95.96,Needs review
242677,1949,130,Assignment 14,2024-10-30,Classwork,37,50,C,74.07,Needs review
242678,1949,130,Assignment 1,2024-11-18,Test,17,20,B,86.55,Excellent!
242679,1949,130,Assignment 16,2025-02-14,Classwork,92,100,A,92.02,Needs review
242680,1949,130,Assignment 3,2025-03-20,Classwork,8,10,B,86.82,See me for help
242681,1949,130,Assignment 9,2025-02-22,Homework,35,50,C,71.67,Excellent!
242682,1949,130,Assignment 4,2025-03-18,Classwork,20,25,B,83.74,See me for help
242683,1949,130,Assignment 1,2025-02-23,Homework,19,20,A,97.73,Needs review
242684,1949,130,Assignment 4,2024-09-08,Homework,42,50,B,84.96,Excellent!
242685,1949,113,Assignment 1,2024-12-20,Quiz,81,100,B,81.55,Needs review
242686,1949,113,Assignment 9,2024-10-30,Test,24,25,A,98.61,Needs review
242687,1949,113,Assignment 10,2025-01-18,Classwork,37,50,C,75.73,Good work!
242688,1949,113,Assignment 8,2024-10-16,Project,45,50,A,90.15,See me for help
242689,1949,113,Assignment 8,2025-02-22,Homework,17,20,B,89.61,Excellent!
242690,1949,113,Assignment 6,2025-03-03,Test,81,100,B,81.93,Excellent!
242691,1949,113,Assignment 1,2024-10-10,Classwork,23,25,A,94.84,Needs review
242692,1949,113,Assignment 6,2024-11-17,Quiz,96,100,A,96.8,Good work!
242693,1949,113,Assignment 7,2024-10-12,Test,7,10,C,73.97,Good work!
242694,1949,113,Assignment 2,2024-11-16,Quiz,8,10,B,85.17,Excellent!
242695,1949,113,Assignment 1,2024-11-23,Project,19,20,A,97.58,Good work!
242696,1949,113,Assignment 5,2024-09-16,Classwork,19,20,A,97.16,Excellent!
242697,1949,113,Assignment 8,2024-10-31,Homework,7,10,C,74.56,See me for help
242698,1949,113,Assignment 1,2025-03-09,Test,9,10,A,90.65,Needs review
242699,1949,113,Assignment 10,2024-10-10,Homework,23,25,A,95.75,Needs review
242700,1949,113,Assignment 20,2024-12-06,Test,46,50,A,93.56,See me for help
242701,1949,113,Assignment 19,2024-10-29,Test,37,50,C,75.78,Needs review
242702,1949,113,Assignment 19,2024-10-05,Quiz,39,50,C,79.02,Good work!
242703,1949,113,Assignment 15,2025-02-12,Quiz,92,100,A,92.65,Needs review
242704,1949,113,Assignment 14,2025-02-17,Project,18,20,A,90.16,See me for help
242705,1949,113,Assignment 14,2024-09-29,Test,21,25,B,85.38,See me for help
242706,1949,113,Assignment 12,2024-09-23,Classwork,38,50,C,77.88,See me for help
242707,1949,113,Assignment 12,2024-11-09,Project,19,25,C,77.45,Good work!
242708,1949,113,Assignment 20,2024-09-20,Quiz,16,20,B,82.53,Excellent!
242709,1949,113,Assignment 15,2024-10-12,Classwork,19,20,A,98.59,Excellent!
242710,1949,110,Assignment 5,2024-11-30,Classwork,22,25,A,90.15,Needs review
242711,1949,110,Assignment 8,2024-10-14,Project,24,25,A,96.78,Excellent!
242712,1949,110,Assignment 1,2025-01-31,Homework,36,50,C,72.2,Excellent!
242713,1949,110,Assignment 3,2024-12-04,Project,17,20,B,85.51,Needs review
242714,1949,110,Assignment 12,2025-03-12,Test,72,100,C,72.76,See me for help
242715,1949,110,Assignment 14,2024-12-10,Homework,36,50,C,72.23,Excellent!
242716,1949,110,Assignment 12,2025-03-16,Homework,9,10,A,98.57,Good work!
242717,1949,110,Assignment 2,2024-10-28,Classwork,14,20,C,73.74,Excellent!
242718,1949,110,Assignment 14,2024-10-21,Project,23,25,A,92.42,Needs review
242719,1949,110,Assignment 2,2025-03-07,Homework,14,20,C,71.6,See me for help
242720,1949,110,Assignment 8,2025-01-25,Test,72,100,C,72.1,Excellent!
242721,1949,110,Assignment 15,2024-10-04,Project,76,100,C,76.09,Good work!
242722,1949,110,Assignment 15,2024-11-10,Homework,8,10,B,88.19,Needs review
242723,1949,110,Assignment 7,2025-03-06,Classwork,23,25,A,93.17,See me for help
242724,1949,110,Assignment 8,2024-09-28,Quiz,19,20,A,95.21,See me for help
242725,1949,110,Assignment 20,2025-02-08,Project,19,20,A,97.55,See me for help
242726,1949,110,Assignment 18,2024-10-24,Project,49,50,A,98.91,See me for help
242727,1949,110,Assignment 4,2024-12-27,Test,45,50,A,91.73,Excellent!
242728,1949,110,Assignment 5,2025-02-10,Project,14,20,C,71.92,See me for help
242729,1949,110,Assignment 2,2025-01-23,Quiz,84,100,B,84.66,Good work!
242730,1949,110,Assignment 16,2024-09-16,Quiz,8,10,B,89.88,Needs review
242731,1949,110,Assignment 18,2024-11-07,Test,14,20,C,73.58,Good work!
