AttendanceID,StudentID,ClassID,AttendanceDate,AttendanceStatus,Reason
1403091,2320,138,2024-09-02,Present,
1403092,2320,138,2024-09-03,Present,
1403093,2320,138,2024-09-04,Present,
1403094,2320,138,2024-09-05,Absent,Family Leave
1403095,2320,138,2024-09-06,Present,
1403096,2320,138,2024-09-09,Present,
1403097,2320,138,2024-09-10,Present,
1403098,2320,138,2024-09-11,Present,
1403099,2320,138,2024-09-12,Present,
1403100,2320,138,2024-09-13,Present,
1403101,2320,138,2024-09-16,Present,
1403102,2320,138,2024-09-17,Present,
1403103,2320,138,2024-09-18,Present,
1403104,2320,138,2024-09-19,Present,
1403105,2320,138,2024-09-20,Present,
1403106,2320,138,2024-09-23,Present,
1403107,2320,138,2024-09-24,Present,
1403108,2320,138,2024-09-25,Present,
1403109,2320,138,2024-09-26,Present,
1403110,2320,138,2024-09-27,Present,
1403111,2320,138,2024-09-30,Present,
1403112,2320,138,2024-10-01,Present,
1403113,2320,138,2024-10-02,Present,
1403114,2320,138,2024-10-03,Present,
1403115,2320,138,2024-10-04,Present,
1403116,2320,138,2024-10-07,Present,
1403117,2320,138,2024-10-08,Present,
1403118,2320,138,2024-10-09,Present,
1403119,2320,138,2024-10-10,Present,
1403120,2320,138,2024-10-11,Present,
1403121,2320,138,2024-10-14,Present,
1403122,2320,138,2024-10-15,Present,
1403123,2320,138,2024-10-16,Present,
1403124,2320,138,2024-10-17,Present,
1403125,2320,138,2024-10-18,Present,
1403126,2320,138,2024-10-21,Present,
1403127,2320,138,2024-10-22,Present,
1403128,2320,138,2024-10-23,Present,
1403129,2320,138,2024-10-24,Present,
1403130,2320,138,2024-10-25,Present,
1403131,2320,138,2024-10-28,Present,
1403132,2320,138,2024-10-29,Present,
1403133,2320,138,2024-10-30,Present,
1403134,2320,138,2024-10-31,Present,
1403135,2320,138,2024-11-01,Present,
1403136,2320,138,2024-11-04,Present,
1403137,2320,138,2024-11-05,Present,
1403138,2320,138,2024-11-06,Present,
1403139,2320,138,2024-11-07,Present,
1403140,2320,138,2024-11-08,Present,
1403141,2320,138,2024-11-11,Present,
1403142,2320,138,2024-11-12,Present,
1403143,2320,138,2024-11-13,Present,
1403144,2320,138,2024-11-14,Present,
1403145,2320,138,2024-11-15,Present,
1403146,2320,138,2024-11-18,Present,
1403147,2320,138,2024-11-19,Present,
1403148,2320,138,2024-11-20,Present,
1403149,2320,138,2024-11-21,Present,
1403150,2320,138,2024-11-22,Present,
1403151,2320,138,2024-11-25,Present,
1403152,2320,138,2024-11-26,Present,
1403153,2320,138,2024-11-27,Present,
1403154,2320,138,2024-11-28,Absent,Unknown
1403155,2320,138,2024-11-29,Present,
1403156,2320,138,2024-12-02,Present,
1403157,2320,138,2024-12-03,Present,
1403158,2320,138,2024-12-04,Present,
1403159,2320,138,2024-12-05,Present,
1403160,2320,138,2024-12-06,Present,
1403161,2320,138,2024-12-09,Present,
1403162,2320,138,2024-12-10,Present,
1403163,2320,138,2024-12-11,Present,
1403164,2320,138,2024-12-12,Present,
1403165,2320,138,2024-12-13,Present,
1403166,2320,138,2024-12-16,Present,
1403167,2320,138,2024-12-17,Present,
1403168,2320,138,2024-12-18,Present,
1403169,2320,138,2024-12-19,Present,
1403170,2320,138,2024-12-20,Present,
1403171,2320,138,2024-12-23,Present,
1403172,2320,138,2024-12-24,Absent,Sick
1403173,2320,138,2024-12-25,Present,
1403174,2320,138,2024-12-26,Present,
1403175,2320,138,2024-12-27,Present,
1403176,2320,138,2024-12-30,Present,
1403177,2320,138,2024-12-31,Present,
1403178,2320,138,2025-01-01,Present,
1403179,2320,138,2025-01-02,Present,
1403180,2320,138,2025-01-03,Present,
1403181,2320,138,2025-01-06,Absent,Sick
1403182,2320,138,2025-01-07,Present,
1403183,2320,138,2025-01-08,Present,
1403184,2320,138,2025-01-09,Present,
1403185,2320,138,2025-01-10,Present,
1403186,2320,138,2025-01-13,Present,
1403187,2320,138,2025-01-14,Tardy,Family Issue
1403188,2320,138,2025-01-15,Present,
1403189,2320,138,2025-01-16,Present,
1403190,2320,138,2025-01-17,Present,
1403191,2320,138,2025-01-20,Present,
1403192,2320,138,2025-01-21,Present,
1403193,2320,138,2025-01-22,Present,
1403194,2320,138,2025-01-23,Present,
1403195,2320,138,2025-01-24,Present,
1403196,2320,138,2025-01-27,Present,
1403197,2320,138,2025-01-28,Absent,Unknown
1403198,2320,138,2025-01-29,Present,
1403199,2320,138,2025-01-30,Present,
1403200,2320,138,2025-01-31,Present,
1403201,2320,138,2025-02-03,Present,
1403202,2320,138,2025-02-04,Present,
1403203,2320,138,2025-02-05,Present,
1403204,2320,138,2025-02-06,Present,
1403205,2320,138,2025-02-07,Present,
1403206,2320,138,2025-02-10,Tardy,Family Issue
1403207,2320,138,2025-02-11,Present,
1403208,2320,138,2025-02-12,Present,
1403209,2320,138,2025-02-13,Present,
1403210,2320,138,2025-02-14,Absent,Family Leave
1403211,2320,138,2025-02-17,Present,
1403212,2320,138,2025-02-18,Present,
1403213,2320,138,2025-02-19,Present,
1403214,2320,138,2025-02-20,Present,
1403215,2320,138,2025-02-21,Present,
1403216,2320,138,2025-02-24,Present,
1403217,2320,138,2025-02-25,Present,
1403218,2320,138,2025-02-26,Present,
1403219,2320,138,2025-02-27,Present,
1403220,2320,138,2025-02-28,Present,
1403221,2320,132,2024-09-02,Present,
1403222,2320,132,2024-09-04,Present,
1403223,2320,132,2024-09-06,Present,
1403224,2320,132,2024-09-10,Present,
1403225,2320,132,2024-09-12,Present,
1403226,2320,132,2024-09-16,Present,
1403227,2320,132,2024-09-18,Present,
1403228,2320,132,2024-09-20,Present,
1403229,2320,132,2024-09-24,Present,
1403230,2320,132,2024-09-26,Present,
1403231,2320,132,2024-09-30,Present,
1403232,2320,132,2024-10-02,Present,
1403233,2320,132,2024-10-04,Present,
1403234,2320,132,2024-10-08,Present,
1403235,2320,132,2024-10-10,Present,
1403236,2320,132,2024-10-14,Present,
1403237,2320,132,2024-10-16,Present,
1403238,2320,132,2024-10-18,Present,
1403239,2320,132,2024-10-22,Present,
1403240,2320,132,2024-10-24,Present,
1403241,2320,132,2024-10-28,Present,
