AttendanceID,StudentID,ClassID,AttendanceDate,AttendanceStatus,Reason
927551,1535,91,2024-09-02,Tardy,Family Issue
927552,1535,91,2024-09-03,Present,
927553,1535,91,2024-09-04,Present,
927554,1535,91,2024-09-05,Present,
927555,1535,91,2024-09-06,Present,
927556,1535,91,2024-09-09,Present,
927557,1535,91,2024-09-10,Present,
927558,1535,91,2024-09-11,Present,
927559,1535,91,2024-09-12,Present,
927560,1535,91,2024-09-13,Present,
927561,1535,91,2024-09-16,Absent,Doctor Appointment
927562,1535,91,2024-09-17,Present,
927563,1535,91,2024-09-18,Present,
927564,1535,91,2024-09-19,Present,
927565,1535,91,2024-09-20,Present,
927566,1535,91,2024-09-23,Present,
927567,1535,91,2024-09-24,Present,
927568,1535,91,2024-09-25,Present,
927569,1535,91,2024-09-26,Absent,Doctor Appointment
927570,1535,91,2024-09-27,Present,
927571,1535,91,2024-09-30,Present,
927572,1535,91,2024-10-01,Present,
927573,1535,91,2024-10-02,Present,
927574,1535,91,2024-10-03,Tardy,Late Bus
927575,1535,91,2024-10-04,Present,
927576,1535,91,2024-10-07,Present,
927577,1535,91,2024-10-08,Present,
927578,1535,91,2024-10-09,Present,
927579,1535,91,2024-10-10,Present,
927580,1535,91,2024-10-11,Present,
927581,1535,91,2024-10-14,Present,
927582,1535,91,2024-10-15,Present,
927583,1535,91,2024-10-16,Present,
927584,1535,91,2024-10-17,Absent,Family Leave
927585,1535,91,2024-10-18,Present,
927586,1535,91,2024-10-21,Present,
927587,1535,91,2024-10-22,Present,
927588,1535,91,2024-10-23,Present,
927589,1535,91,2024-10-24,Present,
927590,1535,91,2024-10-25,Present,
927591,1535,91,2024-10-28,Present,
927592,1535,91,2024-10-29,Present,
927593,1535,91,2024-10-30,Present,
927594,1535,91,2024-10-31,Present,
927595,1535,91,2024-11-01,Present,
927596,1535,91,2024-11-04,Present,
927597,1535,91,2024-11-05,Present,
927598,1535,91,2024-11-06,Present,
927599,1535,91,2024-11-07,Present,
927600,1535,91,2024-11-08,Present,
927601,1535,91,2024-11-11,Present,
927602,1535,91,2024-11-12,Present,
927603,1535,91,2024-11-13,Present,
927604,1535,91,2024-11-14,Present,
927605,1535,91,2024-11-15,Present,
927606,1535,91,2024-11-18,Present,
927607,1535,91,2024-11-19,Present,
927608,1535,91,2024-11-20,Present,
927609,1535,91,2024-11-21,Present,
927610,1535,91,2024-11-22,Present,
927611,1535,91,2024-11-25,Present,
927612,1535,91,2024-11-26,Present,
927613,1535,91,2024-11-27,Present,
927614,1535,91,2024-11-28,Present,
927615,1535,91,2024-11-29,Present,
927616,1535,91,2024-12-02,Tardy,Late Bus
927617,1535,91,2024-12-03,Present,
927618,1535,91,2024-12-04,Present,
927619,1535,91,2024-12-05,Present,
927620,1535,91,2024-12-06,Present,
927621,1535,91,2024-12-09,Present,
927622,1535,91,2024-12-10,Present,
927623,1535,91,2024-12-11,Present,
927624,1535,91,2024-12-12,Present,
927625,1535,91,2024-12-13,Present,
927626,1535,91,2024-12-16,Present,
927627,1535,91,2024-12-17,Present,
927628,1535,91,2024-12-18,Present,
927629,1535,91,2024-12-19,Present,
927630,1535,91,2024-12-20,Present,
927631,1535,91,2024-12-23,Present,
927632,1535,91,2024-12-24,Present,
927633,1535,91,2024-12-25,Present,
927634,1535,91,2024-12-26,Tardy,Late Bus
927635,1535,91,2024-12-27,Present,
927636,1535,91,2024-12-30,Present,
927637,1535,91,2024-12-31,Present,
927638,1535,91,2025-01-01,Present,
927639,1535,91,2025-01-02,Present,
927640,1535,91,2025-01-03,Present,
927641,1535,91,2025-01-06,Present,
927642,1535,91,2025-01-07,Present,
927643,1535,91,2025-01-08,Present,
927644,1535,91,2025-01-09,Present,
927645,1535,91,2025-01-10,Present,
927646,1535,91,2025-01-13,Present,
927647,1535,91,2025-01-14,Tardy,Late Bus
927648,1535,91,2025-01-15,Present,
927649,1535,91,2025-01-16,Present,
927650,1535,91,2025-01-17,Present,
927651,1535,91,2025-01-20,Present,
927652,1535,91,2025-01-21,Present,
927653,1535,91,2025-01-22,Present,
927654,1535,91,2025-01-23,Present,
927655,1535,91,2025-01-24,Present,
927656,1535,91,2025-01-27,Present,
927657,1535,91,2025-01-28,Present,
927658,1535,91,2025-01-29,Present,
927659,1535,91,2025-01-30,Present,
927660,1535,91,2025-01-31,Absent,Doctor Appointment
927661,1535,91,2025-02-03,Present,
927662,1535,91,2025-02-04,Present,
927663,1535,91,2025-02-05,Present,
927664,1535,91,2025-02-06,Present,
927665,1535,91,2025-02-07,Present,
927666,1535,91,2025-02-10,Present,
927667,1535,91,2025-02-11,Present,
927668,1535,91,2025-02-12,Present,
927669,1535,91,2025-02-13,Present,
927670,1535,91,2025-02-14,Present,
927671,1535,91,2025-02-17,Present,
927672,1535,91,2025-02-18,Present,
927673,1535,91,2025-02-19,Present,
927674,1535,91,2025-02-20,Present,
927675,1535,91,2025-02-21,Present,
927676,1535,91,2025-02-24,Present,
927677,1535,91,2025-02-25,Present,
927678,1535,91,2025-02-26,Present,
927679,1535,91,2025-02-27,Present,
927680,1535,91,2025-02-28,Present,
927681,1535,90,2024-09-02,Present,
927682,1535,90,2024-09-04,Present,
927683,1535,90,2024-09-06,Present,
927684,1535,90,2024-09-10,Present,
927685,1535,90,2024-09-12,Tardy,Family Issue
927686,1535,90,2024-09-16,Absent,Sick
927687,1535,90,2024-09-18,Present,
927688,1535,90,2024-09-20,Present,
927689,1535,90,2024-09-24,Present,
927690,1535,90,2024-09-26,Present,
927691,1535,90,2024-09-30,Present,
927692,1535,90,2024-10-02,Present,
927693,1535,90,2024-10-04,Present,
927694,1535,90,2024-10-08,Present,
927695,1535,90,2024-10-10,Present,
927696,1535,90,2024-10-14,Present,
927697,1535,90,2024-10-16,Present,
927698,1535,90,2024-10-18,Present,
927699,1535,90,2024-10-22,Present,
927700,1535,90,2024-10-24,Present,
927701,1535,90,2024-10-28,Present,
927702,1535,90,2024-10-30,Present,
927703,1535,90,2024-11-01,Present,
927704,1535,90,2024-11-05,Present,
927705,1535,90,2024-11-07,Present,
927706,1535,90,2024-11-11,Tardy,Family Issue
927707,1535,90,2024-11-13,Present,
927708,1535,90,2024-11-15,Present,
927709,1535,90,2024-11-19,Present,
927710,1535,90,2024-11-21,Present,
927711,1535,90,2024-11-25,Present,
927712,1535,90,2024-11-27,Present,
927713,1535,90,2024-11-29,Present,
927714,1535,90,2024-12-03,Present,
927715,1535,90,2024-12-05,Absent,Family Leave
927716,1535,90,2024-12-09,Present,
927717,1535,90,2024-12-11,Present,
927718,1535,90,2024-12-13,Present,
927719,1535,90,2024-12-17,Present,
927720,1535,90,2024-12-19,Present,
927721,1535,90,2024-12-23,Present,
927722,1535,90,2024-12-25,Present,
927723,1535,90,2024-12-27,Present,
927724,1535,90,2024-12-31,Present,
927725,1535,90,2025-01-02,Present,
927726,1535,90,2025-01-06,Present,
927727,1535,90,2025-01-08,Present,
927728,1535,90,2025-01-10,Tardy,Oversleep
927729,1535,90,2025-01-14,Present,
927730,1535,90,2025-01-16,Absent,Unknown
927731,1535,90,2025-01-20,Present,
927732,1535,90,2025-01-22,Present,
927733,1535,90,2025-01-24,Present,
927734,1535,90,2025-01-28,Present,
927735,1535,90,2025-01-30,Present,
927736,1535,90,2025-02-03,Present,
927737,1535,90,2025-02-05,Present,
927738,1535,90,2025-02-07,Present,
927739,1535,90,2025-02-11,Present,
927740,1535,90,2025-02-13,Present,
927741,1535,90,2025-02-17,Present,
927742,1535,90,2025-02-19,Present,
927743,1535,90,2025-02-21,Present,
927744,1535,90,2025-02-25,Present,
927745,1535,90,2025-02-27,Absent,Unknown
927746,1535,86,2024-09-02,Present,
927747,1535,86,2024-09-03,Present,
927748,1535,86,2024-09-04,Present,
927749,1535,86,2024-09-05,Present,
927750,1535,86,2024-09-06,Present,
927751,1535,86,2024-09-09,Present,
927752,1535,86,2024-09-10,Present,
927753,1535,86,2024-09-11,Present,
927754,1535,86,2024-09-12,Present,
927755,1535,86,2024-09-13,Present,
927756,1535,86,2024-09-16,Present,
927757,1535,86,2024-09-17,Present,
927758,1535,86,2024-09-18,Present,
927759,1535,86,2024-09-19,Present,
927760,1535,86,2024-09-20,Present,
927761,1535,86,2024-09-23,Present,
927762,1535,86,2024-09-24,Present,
927763,1535,86,2024-09-25,Present,
927764,1535,86,2024-09-26,Present,
927765,1535,86,2024-09-27,Present,
927766,1535,86,2024-09-30,Present,
927767,1535,86,2024-10-01,Present,
927768,1535,86,2024-10-02,Present,
927769,1535,86,2024-10-03,Present,
