AssessmentID,StudentID,ClassID,AssignmentName,AssessmentDate,AssessmentType,PointsEarned,PointsPossible,GradeLetter,GradePercentage,Comments
43649,358,31,Assignment 4,2024-12-24,Quiz,46,50,A,92.12,Good work!
43650,358,31,Assignment 10,2025-01-13,Classwork,97,100,A,97.09,See me for help
43651,358,31,Assignment 15,2025-01-28,Quiz,77,100,C,77.68,Excellent!
43652,358,31,Assignment 1,2024-12-23,Classwork,17,20,B,86.05,Good work!
43653,358,31,Assignment 14,2024-09-29,Project,89,100,B,89.9,Excellent!
43654,358,31,Assignment 12,2025-01-28,Quiz,49,50,A,98.8,Excellent!
43655,358,31,Assignment 3,2025-02-20,Quiz,8,10,B,84.44,Excellent!
43656,358,31,Assignment 18,2024-10-14,Test,95,100,A,95.26,Needs review
43657,358,31,Assignment 12,2024-10-01,Classwork,22,25,A,90.77,Good work!
43658,358,31,Assignment 3,2024-09-04,Homework,93,100,A,93.14,Needs review
43659,358,31,Assignment 9,2024-10-18,Homework,7,10,C,77.2,Good work!
43660,358,31,Assignment 3,2025-03-15,Classwork,46,50,A,92.24,See me for help
43661,358,31,Assignment 11,2024-09-15,Classwork,8,10,B,83.25,Excellent!
43662,358,31,Assignment 17,2024-10-12,Test,48,50,A,97.04,Excellent!
43663,358,31,Assignment 4,2024-09-02,Project,38,50,C,77.63,Good work!
43664,358,31,Assignment 11,2024-09-08,Test,8,10,B,87.58,See me for help
43665,358,31,Assignment 14,2025-01-15,Classwork,49,50,A,98.83,See me for help
43666,358,26,Assignment 3,2024-09-28,Homework,47,50,A,95.27,Good work!
43667,358,26,Assignment 2,2025-03-14,Homework,40,50,B,80.94,See me for help
43668,358,26,Assignment 15,2025-01-24,Test,7,10,C,71.62,Needs review
43669,358,26,Assignment 2,2025-03-05,Project,8,10,B,83.17,Excellent!
43670,358,26,Assignment 11,2024-10-29,Quiz,91,100,A,91.35,Good work!
43671,358,26,Assignment 19,2025-03-18,Test,17,25,C,71.19,Excellent!
43672,358,26,Assignment 14,2024-12-22,Quiz,89,100,B,89.78,Good work!
43673,358,26,Assignment 16,2025-02-21,Test,16,20,B,83.41,Needs review
43674,358,26,Assignment 8,2024-11-30,Project,24,25,A,98.11,Good work!
43675,358,26,Assignment 16,2024-10-30,Classwork,17,20,B,85.17,See me for help
43676,358,26,Assignment 10,2024-10-06,Quiz,41,50,B,83.81,Good work!
43677,358,26,Assignment 11,2024-09-21,Test,38,50,C,77.74,Needs review
43678,358,26,Assignment 18,2025-01-01,Project,35,50,C,71.33,Excellent!
43679,358,26,Assignment 13,2024-09-05,Classwork,20,25,B,83.35,See me for help
43680,358,26,Assignment 11,2025-02-16,Quiz,19,20,A,95.65,See me for help
43681,358,26,Assignment 12,2024-09-30,Test,9,10,A,90.3,Good work!
43682,358,26,Assignment 1,2025-02-25,Homework,8,10,B,81.43,See me for help
43683,358,26,Assignment 14,2024-11-01,Test,92,100,A,92.14,Needs review
43684,358,26,Assignment 13,2024-09-10,Classwork,8,10,B,89.31,Excellent!
43685,358,33,Assignment 10,2025-03-10,Project,45,50,A,90.47,See me for help
43686,358,33,Assignment 9,2024-11-22,Homework,15,20,C,77.99,Needs review
43687,358,33,Assignment 10,2025-02-24,Classwork,42,50,B,85.94,Needs review
43688,358,33,Assignment 15,2025-01-27,Quiz,90,100,A,90.45,Needs review
43689,358,33,Assignment 17,2025-02-16,Test,16,20,B,80.18,Excellent!
43690,358,33,Assignment 14,2024-10-21,Quiz,24,25,A,98.28,Good work!
43691,358,33,Assignment 15,2025-01-25,Project,42,50,B,84.46,Good work!
43692,358,33,Assignment 11,2024-10-18,Project,39,50,C,78.16,See me for help
43693,358,33,Assignment 9,2024-12-18,Test,19,25,C,76.76,Excellent!
43694,358,33,Assignment 14,2024-11-08,Classwork,39,50,C,79.41,Excellent!
43695,358,33,Assignment 14,2024-12-17,Classwork,8,10,B,82.47,See me for help
43696,358,33,Assignment 17,2025-02-09,Project,8,10,B,82.08,Excellent!
43697,358,33,Assignment 5,2025-03-19,Project,9,10,A,99.74,Good work!
43698,358,33,Assignment 14,2024-09-12,Test,45,50,A,91.59,See me for help
43699,358,33,Assignment 12,2024-12-02,Homework,7,10,C,73.38,Good work!
43700,358,33,Assignment 5,2024-09-29,Homework,78,100,C,78.72,Excellent!
43701,358,33,Assignment 12,2025-01-26,Project,19,20,A,96.18,See me for help
43702,358,33,Assignment 14,2025-02-26,Homework,88,100,B,88.66,Excellent!
