AssessmentID,StudentID,ClassID,AssignmentName,AssessmentDate,AssessmentType,PointsEarned,PointsPossible,GradeLetter,GradePercentage,Comments
806664,6477,343,Assignment 6,2024-12-14,Test,17,25,C,71.13,Excellent!
806665,6477,343,Assignment 8,2024-12-22,Project,8,10,B,83.67,Excellent!
806666,6477,343,Assignment 4,2025-02-25,Classwork,30,50,D,60.36,Good work!
806667,6477,343,Assignment 15,2024-10-23,Homework,6,10,D,62.38,See me for help
806668,6477,343,Assignment 16,2024-11-28,Homework,14,25,F,58.48,Needs review
806669,6477,343,Assignment 16,2025-03-14,Homework,7,10,C,74.57,Needs review
806670,6477,343,Assignment 6,2025-02-01,Test,6,10,D,61.17,See me for help
806671,6477,343,Assignment 15,2024-11-22,Test,59,100,F,59.44,Excellent!
806672,6477,343,Assignment 12,2025-02-09,Classwork,19,25,C,79.22,See me for help
806673,6477,343,Assignment 13,2025-03-06,Homework,38,50,C,76.23,Good work!
806674,6477,343,Assignment 6,2024-10-15,Project,40,50,B,81.69,Needs review
806675,6477,343,Assignment 6,2024-10-09,Classwork,37,50,C,75.79,Needs review
806676,6477,343,Assignment 6,2025-01-23,Classwork,7,10,C,79.72,Needs review
806677,6477,343,Assignment 8,2025-02-18,Classwork,12,20,D,62.51,Needs review
806678,6477,343,Assignment 10,2024-09-20,Test,19,25,C,76.76,Good work!
806679,6477,343,Assignment 20,2025-03-16,Test,39,50,C,79.06,Good work!
806680,6477,343,Assignment 2,2024-12-28,Homework,76,100,C,76.23,Good work!
806681,6477,343,Assignment 19,2024-10-16,Quiz,19,25,C,76.11,Excellent!
806682,6477,343,Assignment 13,2024-12-08,Test,74,100,C,74.23,Excellent!
806683,6477,343,Assignment 4,2024-12-14,Project,70,100,C,70.4,Excellent!
806684,6477,343,Assignment 17,2025-01-15,Classwork,30,50,D,61.59,See me for help
806685,6477,343,Assignment 13,2025-02-20,Homework,13,25,F,55.41,Needs review
