AttendanceID,StudentID,ClassID,AttendanceDate,AttendanceStatus,Reason
2483261,4111,228,2024-09-02,Present,
2483262,4111,228,2024-09-04,Present,
2483263,4111,228,2024-09-06,Present,
2483264,4111,228,2024-09-10,Present,
2483265,4111,228,2024-09-12,Tardy,Oversleep
2483266,4111,228,2024-09-16,Present,
2483267,4111,228,2024-09-18,Present,
2483268,4111,228,2024-09-20,Absent,Sick
2483269,4111,228,2024-09-24,Present,
2483270,4111,228,2024-09-26,Present,
2483271,4111,228,2024-09-30,Present,
2483272,4111,228,2024-10-02,Present,
2483273,4111,228,2024-10-04,Present,
2483274,4111,228,2024-10-08,Present,
2483275,4111,228,2024-10-10,Present,
2483276,4111,228,2024-10-14,Present,
2483277,4111,228,2024-10-16,Present,
2483278,4111,228,2024-10-18,Present,
2483279,4111,228,2024-10-22,Tardy,Late Bus
2483280,4111,228,2024-10-24,Present,
2483281,4111,228,2024-10-28,Present,
2483282,4111,228,2024-10-30,Tardy,Family Issue
2483283,4111,228,2024-11-01,Absent,Sick
2483284,4111,228,2024-11-05,Absent,Doctor Appointment
2483285,4111,228,2024-11-07,Present,
2483286,4111,228,2024-11-11,Tardy,Late Bus
2483287,4111,228,2024-11-13,Present,
2483288,4111,228,2024-11-15,Present,
2483289,4111,228,2024-11-19,Present,
2483290,4111,228,2024-11-21,Present,
2483291,4111,228,2024-11-25,Present,
2483292,4111,228,2024-11-27,Present,
2483293,4111,228,2024-11-29,Present,
2483294,4111,228,2024-12-03,Present,
2483295,4111,228,2024-12-05,Present,
2483296,4111,228,2024-12-09,Present,
2483297,4111,228,2024-12-11,Tardy,Family Issue
2483298,4111,228,2024-12-13,Present,
2483299,4111,228,2024-12-17,Present,
2483300,4111,228,2024-12-19,Present,
2483301,4111,228,2024-12-23,Excused,Unknown
2483302,4111,228,2024-12-25,Present,
2483303,4111,228,2024-12-27,Absent,Sick
2483304,4111,228,2024-12-31,Present,
2483305,4111,228,2025-01-02,Absent,Family Leave
2483306,4111,228,2025-01-06,Present,
2483307,4111,228,2025-01-08,Present,
2483308,4111,228,2025-01-10,Absent,Family Leave
2483309,4111,228,2025-01-14,Present,
2483310,4111,228,2025-01-16,Present,
2483311,4111,228,2025-01-20,Tardy,Family Issue
2483312,4111,228,2025-01-22,Present,
2483313,4111,228,2025-01-24,Present,
2483314,4111,228,2025-01-28,Present,
2483315,4111,228,2025-01-30,Present,
2483316,4111,228,2025-02-03,Absent,Unknown
2483317,4111,228,2025-02-05,Present,
2483318,4111,228,2025-02-07,Present,
2483319,4111,228,2025-02-11,Present,
2483320,4111,228,2025-02-13,Tardy,Late Bus
2483321,4111,228,2025-02-17,Present,
2483322,4111,228,2025-02-19,Absent,Family Leave
2483323,4111,228,2025-02-21,Present,
2483324,4111,228,2025-02-25,Present,
2483325,4111,228,2025-02-27,Absent,Doctor Appointment
2483326,4111,226,2024-09-02,Absent,Unknown
2483327,4111,226,2024-09-04,Present,
2483328,4111,226,2024-09-06,Present,
2483329,4111,226,2024-09-10,Present,
2483330,4111,226,2024-09-12,Present,
2483331,4111,226,2024-09-16,Present,
2483332,4111,226,2024-09-18,Present,
2483333,4111,226,2024-09-20,Absent,Unknown
2483334,4111,226,2024-09-24,Present,
2483335,4111,226,2024-09-26,Present,
2483336,4111,226,2024-09-30,Present,
2483337,4111,226,2024-10-02,Absent,Family Leave
2483338,4111,226,2024-10-04,Present,
2483339,4111,226,2024-10-08,Present,
2483340,4111,226,2024-10-10,Present,
2483341,4111,226,2024-10-14,Present,
2483342,4111,226,2024-10-16,Absent,Unknown
2483343,4111,226,2024-10-18,Absent,Sick
2483344,4111,226,2024-10-22,Present,
2483345,4111,226,2024-10-24,Present,
2483346,4111,226,2024-10-28,Absent,Unknown
2483347,4111,226,2024-10-30,Absent,Sick
2483348,4111,226,2024-11-01,Present,
2483349,4111,226,2024-11-05,Absent,Family Leave
2483350,4111,226,2024-11-07,Present,
2483351,4111,226,2024-11-11,Present,
2483352,4111,226,2024-11-13,Present,
2483353,4111,226,2024-11-15,Present,
2483354,4111,226,2024-11-19,Tardy,Late Bus
2483355,4111,226,2024-11-21,Present,
2483356,4111,226,2024-11-25,Present,
2483357,4111,226,2024-11-27,Present,
2483358,4111,226,2024-11-29,Present,
2483359,4111,226,2024-12-03,Present,
2483360,4111,226,2024-12-05,Present,
2483361,4111,226,2024-12-09,Present,
2483362,4111,226,2024-12-11,Present,
2483363,4111,226,2024-12-13,Present,
2483364,4111,226,2024-12-17,Present,
2483365,4111,226,2024-12-19,Tardy,Oversleep
2483366,4111,226,2024-12-23,Present,
2483367,4111,226,2024-12-25,Present,
2483368,4111,226,2024-12-27,Present,
2483369,4111,226,2024-12-31,Present,
2483370,4111,226,2025-01-02,Present,
2483371,4111,226,2025-01-06,Present,
2483372,4111,226,2025-01-08,Present,
2483373,4111,226,2025-01-10,Present,
2483374,4111,226,2025-01-14,Present,
