AttendanceID,StudentID,ClassID,AttendanceDate,AttendanceStatus,Reason
3077881,5089,282,2024-09-02,Present,
3077882,5089,282,2024-09-04,Present,
3077883,5089,282,2024-09-06,Present,
3077884,5089,282,2024-09-10,Tardy,Family Issue
3077885,5089,282,2024-09-12,Present,
3077886,5089,282,2024-09-16,Present,
3077887,5089,282,2024-09-18,Present,
3077888,5089,282,2024-09-20,Present,
3077889,5089,282,2024-09-24,Present,
3077890,5089,282,2024-09-26,Present,
3077891,5089,282,2024-09-30,Present,
3077892,5089,282,2024-10-02,Present,
3077893,5089,282,2024-10-04,Present,
3077894,5089,282,2024-10-08,Present,
3077895,5089,282,2024-10-10,Tardy,Late Bus
3077896,5089,282,2024-10-14,Absent,Sick
3077897,5089,282,2024-10-16,Present,
3077898,5089,282,2024-10-18,Present,
3077899,5089,282,2024-10-22,Present,
3077900,5089,282,2024-10-24,Present,
3077901,5089,282,2024-10-28,Present,
3077902,5089,282,2024-10-30,Present,
3077903,5089,282,2024-11-01,Tardy,Late Bus
3077904,5089,282,2024-11-05,Present,
3077905,5089,282,2024-11-07,Present,
3077906,5089,282,2024-11-11,Present,
3077907,5089,282,2024-11-13,Present,
3077908,5089,282,2024-11-15,Present,
3077909,5089,282,2024-11-19,Present,
3077910,5089,282,2024-11-21,Present,
3077911,5089,282,2024-11-25,Present,
3077912,5089,282,2024-11-27,Present,
3077913,5089,282,2024-11-29,Present,
3077914,5089,282,2024-12-03,Present,
3077915,5089,282,2024-12-05,Present,
3077916,5089,282,2024-12-09,Absent,Sick
3077917,5089,282,2024-12-11,Present,
3077918,5089,282,2024-12-13,Present,
3077919,5089,282,2024-12-17,Present,
3077920,5089,282,2024-12-19,Present,
3077921,5089,282,2024-12-23,Present,
3077922,5089,282,2024-12-25,Present,
3077923,5089,282,2024-12-27,Present,
3077924,5089,282,2024-12-31,Present,
3077925,5089,282,2025-01-02,Present,
3077926,5089,282,2025-01-06,Present,
3077927,5089,282,2025-01-08,Present,
3077928,5089,282,2025-01-10,Present,
3077929,5089,282,2025-01-14,Present,
3077930,5089,282,2025-01-16,Present,
3077931,5089,282,2025-01-20,Present,
3077932,5089,282,2025-01-22,Present,
3077933,5089,282,2025-01-24,Present,
3077934,5089,282,2025-01-28,Absent,Unknown
3077935,5089,282,2025-01-30,Present,
3077936,5089,282,2025-02-03,Present,
3077937,5089,282,2025-02-05,Absent,Sick
3077938,5089,282,2025-02-07,Present,
3077939,5089,282,2025-02-11,Present,
3077940,5089,282,2025-02-13,Present,
3077941,5089,282,2025-02-17,Tardy,Oversleep
3077942,5089,282,2025-02-19,Present,
3077943,5089,282,2025-02-21,Present,
3077944,5089,282,2025-02-25,Present,
3077945,5089,282,2025-02-27,Present,
3077946,5089,284,2024-09-02,Present,
3077947,5089,284,2024-09-04,Present,
3077948,5089,284,2024-09-06,Present,
3077949,5089,284,2024-09-10,Present,
3077950,5089,284,2024-09-12,Present,
3077951,5089,284,2024-09-16,Present,
