AssessmentID,StudentID,ClassID,AssignmentName,AssessmentDate,AssessmentType,PointsEarned,PointsPossible,GradeLetter,GradePercentage,Comments
633833,5089,282,Assignment 14,2024-09-12,Test,9,10,A,94.93,Excellent!
633834,5089,282,Assignment 16,2024-10-06,Classwork,95,100,A,95.54,Good work!
633835,5089,282,Assignment 16,2025-01-06,Project,25,25,A,100.0,Excellent!
633836,5089,282,Assignment 8,2024-10-02,Classwork,49,50,A,98.96,See me for help
633837,5089,282,Assignment 1,2024-12-27,Homework,25,25,A,100.0,Needs review
633838,5089,282,Assignment 3,2025-02-17,Homework,50,50,A,100.0,Good work!
633839,5089,282,Assignment 12,2024-10-06,Project,9,10,A,94.73,See me for help
633840,5089,282,Assignment 7,2025-01-29,Homework,100,100,A,100.0,Good work!
633841,5089,282,Assignment 5,2025-03-09,Homework,20,20,A,100.0,Needs review
633842,5089,282,Assignment 3,2024-12-30,Quiz,9,10,A,94.84,Excellent!
633843,5089,282,Assignment 9,2024-11-15,Classwork,20,20,A,100.0,Good work!
633844,5089,282,Assignment 11,2024-12-27,Quiz,25,25,A,100.0,Excellent!
633845,5089,282,Assignment 17,2024-09-06,Test,96,100,A,96.77,Needs review
633846,5089,282,Assignment 4,2025-03-06,Test,50,50,A,100.0,Excellent!
633847,5089,282,Assignment 10,2025-02-03,Quiz,93,100,A,93.05,See me for help
633848,5089,282,Assignment 2,2024-12-28,Project,25,25,A,100.0,Excellent!
633849,5089,282,Assignment 1,2024-11-15,Homework,100,100,A,100.0,Good work!
633850,5089,282,Assignment 14,2024-12-02,Test,25,25,A,100.0,Good work!
633851,5089,282,Assignment 12,2024-12-31,Project,100,100,A,100.0,Good work!
633852,5089,282,Assignment 1,2024-11-22,Test,50,50,A,100.0,Good work!
633853,5089,284,Assignment 8,2025-01-09,Project,20,20,A,100.0,Needs review
633854,5089,284,Assignment 4,2025-03-03,Classwork,49,50,A,99.36,Excellent!
633855,5089,284,Assignment 4,2025-02-06,Quiz,50,50,A,100.0,See me for help
633856,5089,284,Assignment 2,2024-12-18,Quiz,24,25,A,97.41,Good work!
633857,5089,284,Assignment 14,2024-09-28,Classwork,10,10,A,100.0,Excellent!
633858,5089,284,Assignment 13,2025-01-29,Quiz,50,50,A,100.0,See me for help
633859,5089,284,Assignment 17,2024-09-19,Test,10,10,A,100.0,Needs review
633860,5089,284,Assignment 14,2024-09-09,Homework,10,10,A,100.0,See me for help
633861,5089,284,Assignment 18,2024-10-07,Homework,50,50,A,100.0,Good work!
633862,5089,284,Assignment 19,2025-02-22,Homework,10,10,A,100.0,Good work!
633863,5089,284,Assignment 4,2025-02-21,Test,23,25,A,92.19,See me for help
633864,5089,284,Assignment 17,2025-01-23,Test,10,10,A,100.0,Excellent!
633865,5089,284,Assignment 15,2025-01-08,Test,50,50,A,100.0,Needs review
633866,5089,284,Assignment 14,2024-12-19,Classwork,100,100,A,100.0,Needs review
633867,5089,284,Assignment 18,2024-09-14,Quiz,18,20,A,90.76,Excellent!
633868,5089,284,Assignment 12,2025-01-11,Quiz,50,50,A,100.0,See me for help
633869,5089,284,Assignment 15,2025-02-11,Homework,10,10,A,100.0,See me for help
633870,5089,284,Assignment 13,2024-11-11,Project,20,20,A,100.0,Good work!
633871,5089,281,Assignment 7,2024-10-24,Project,23,25,A,94.67,Excellent!
633872,5089,281,Assignment 3,2024-09-03,Project,50,50,A,100.0,See me for help
