AttendanceID,StudentID,ClassID,AttendanceDate,AttendanceStatus,Reason
2672541,4427,232,2024-09-02,Absent,Unknown
2672542,4427,232,2024-09-04,Present,
2672543,4427,232,2024-09-06,Present,
2672544,4427,232,2024-09-10,Tardy,Late Bus
2672545,4427,232,2024-09-12,Absent,Family Leave
2672546,4427,232,2024-09-16,Present,
2672547,4427,232,2024-09-18,Present,
2672548,4427,232,2024-09-20,Absent,Sick
2672549,4427,232,2024-09-24,Tardy,Late Bus
2672550,4427,232,2024-09-26,Present,
2672551,4427,232,2024-09-30,Present,
2672552,4427,232,2024-10-02,Absent,Sick
2672553,4427,232,2024-10-04,Present,
2672554,4427,232,2024-10-08,Tardy,Family Issue
2672555,4427,232,2024-10-10,Absent,Unknown
2672556,4427,232,2024-10-14,Present,
2672557,4427,232,2024-10-16,Absent,Sick
2672558,4427,232,2024-10-18,Present,
2672559,4427,232,2024-10-22,Absent,Doctor Appointment
2672560,4427,232,2024-10-24,Present,
2672561,4427,232,2024-10-28,Tardy,Family Issue
2672562,4427,232,2024-10-30,Absent,Doctor Appointment
2672563,4427,232,2024-11-01,Present,
2672564,4427,232,2024-11-05,Absent,Sick
2672565,4427,232,2024-11-07,Present,
2672566,4427,232,2024-11-11,Present,
2672567,4427,232,2024-11-13,Present,
2672568,4427,232,2024-11-15,Present,
2672569,4427,232,2024-11-19,Present,
2672570,4427,232,2024-11-21,Present,
2672571,4427,232,2024-11-25,Present,
2672572,4427,232,2024-11-27,Tardy,Oversleep
2672573,4427,232,2024-11-29,Present,
2672574,4427,232,2024-12-03,Absent,Unknown
2672575,4427,232,2024-12-05,Present,
2672576,4427,232,2024-12-09,Present,
2672577,4427,232,2024-12-11,Tardy,Family Issue
2672578,4427,232,2024-12-13,Present,
2672579,4427,232,2024-12-17,Present,
2672580,4427,232,2024-12-19,Present,
2672581,4427,232,2024-12-23,Present,
2672582,4427,232,2024-12-25,Absent,Unknown
2672583,4427,232,2024-12-27,Present,
2672584,4427,232,2024-12-31,Absent,Doctor Appointment
2672585,4427,232,2025-01-02,Present,
2672586,4427,232,2025-01-06,Present,
2672587,4427,232,2025-01-08,Absent,Sick
2672588,4427,232,2025-01-10,Present,
2672589,4427,232,2025-01-14,Present,
2672590,4427,232,2025-01-16,Tardy,Family Issue
2672591,4427,232,2025-01-20,Present,
2672592,4427,232,2025-01-22,Present,
2672593,4427,232,2025-01-24,Present,
2672594,4427,232,2025-01-28,Present,
2672595,4427,232,2025-01-30,Present,
2672596,4427,232,2025-02-03,Present,
2672597,4427,232,2025-02-05,Absent,Family Leave
2672598,4427,232,2025-02-07,Absent,Family Leave
2672599,4427,232,2025-02-11,Present,
2672600,4427,232,2025-02-13,Tardy,Oversleep
2672601,4427,232,2025-02-17,Absent,Sick
2672602,4427,232,2025-02-19,Present,
2672603,4427,232,2025-02-21,Present,
2672604,4427,232,2025-02-25,Present,
2672605,4427,232,2025-02-27,Absent,Unknown
2672606,4427,236,2024-09-02,Tardy,Oversleep
2672607,4427,236,2024-09-03,Present,
2672608,4427,236,2024-09-04,Present,
2672609,4427,236,2024-09-05,Absent,Family Leave
2672610,4427,236,2024-09-06,Absent,Unknown
2672611,4427,236,2024-09-09,Present,
2672612,4427,236,2024-09-10,Absent,Sick
2672613,4427,236,2024-09-11,Present,
2672614,4427,236,2024-09-12,Tardy,Oversleep
2672615,4427,236,2024-09-13,Present,
2672616,4427,236,2024-09-16,Present,
2672617,4427,236,2024-09-17,Tardy,Oversleep
2672618,4427,236,2024-09-18,Excused,Sick
2672619,4427,236,2024-09-19,Present,
2672620,4427,236,2024-09-20,Present,
2672621,4427,236,2024-09-23,Absent,Sick
2672622,4427,236,2024-09-24,Present,
2672623,4427,236,2024-09-25,Absent,Unknown
2672624,4427,236,2024-09-26,Tardy,Late Bus
2672625,4427,236,2024-09-27,Present,
2672626,4427,236,2024-09-30,Present,
2672627,4427,236,2024-10-01,Present,
2672628,4427,236,2024-10-02,Tardy,Oversleep
2672629,4427,236,2024-10-03,Tardy,Oversleep
2672630,4427,236,2024-10-04,Present,
2672631,4427,236,2024-10-07,Present,
2672632,4427,236,2024-10-08,Present,
2672633,4427,236,2024-10-09,Tardy,Family Issue
2672634,4427,236,2024-10-10,Absent,Unknown
2672635,4427,236,2024-10-11,Present,
2672636,4427,236,2024-10-14,Present,
2672637,4427,236,2024-10-15,Present,
2672638,4427,236,2024-10-16,Tardy,Late Bus
2672639,4427,236,2024-10-17,Absent,Unknown
2672640,4427,236,2024-10-18,Absent,Family Leave
2672641,4427,236,2024-10-21,Present,
2672642,4427,236,2024-10-22,Absent,Sick
2672643,4427,236,2024-10-23,Present,
2672644,4427,236,2024-10-24,Present,
2672645,4427,236,2024-10-25,Present,
2672646,4427,236,2024-10-28,Present,
2672647,4427,236,2024-10-29,Present,
2672648,4427,236,2024-10-30,Present,
2672649,4427,236,2024-10-31,Present,
2672650,4427,236,2024-11-01,Absent,Doctor Appointment
2672651,4427,236,2024-11-04,Present,
2672652,4427,236,2024-11-05,Absent,Unknown
2672653,4427,236,2024-11-06,Present,
2672654,4427,236,2024-11-07,Absent,Sick
2672655,4427,236,2024-11-08,Present,
2672656,4427,236,2024-11-11,Present,
2672657,4427,236,2024-11-12,Present,
2672658,4427,236,2024-11-13,Present,
2672659,4427,236,2024-11-14,Present,
2672660,4427,236,2024-11-15,Present,
2672661,4427,236,2024-11-18,Present,
2672662,4427,236,2024-11-19,Present,
2672663,4427,236,2024-11-20,Present,
2672664,4427,236,2024-11-21,Present,
2672665,4427,236,2024-11-22,Present,
2672666,4427,236,2024-11-25,Excused,Unknown
2672667,4427,236,2024-11-26,Absent,Sick
2672668,4427,236,2024-11-27,Absent,Doctor Appointment
2672669,4427,236,2024-11-28,Absent,Doctor Appointment
2672670,4427,236,2024-11-29,Excused,Sick
2672671,4427,236,2024-12-02,Present,
2672672,4427,236,2024-12-03,Tardy,Late Bus
2672673,4427,236,2024-12-04,Present,
2672674,4427,236,2024-12-05,Tardy,Oversleep
2672675,4427,236,2024-12-06,Tardy,Oversleep
2672676,4427,236,2024-12-09,Absent,Family Leave
2672677,4427,236,2024-12-10,Absent,Sick
2672678,4427,236,2024-12-11,Present,
2672679,4427,236,2024-12-12,Present,
2672680,4427,236,2024-12-13,Present,
2672681,4427,236,2024-12-16,Absent,Unknown
2672682,4427,236,2024-12-17,Absent,Sick
2672683,4427,236,2024-12-18,Absent,Unknown
2672684,4427,236,2024-12-19,Absent,Doctor Appointment
2672685,4427,236,2024-12-20,Present,
2672686,4427,236,2024-12-23,Absent,Family Leave
2672687,4427,236,2024-12-24,Present,
2672688,4427,236,2024-12-25,Present,
2672689,4427,236,2024-12-26,Present,
2672690,4427,236,2024-12-27,Absent,Doctor Appointment
2672691,4427,236,2024-12-30,Present,
2672692,4427,236,2024-12-31,Present,
2672693,4427,236,2025-01-01,Absent,Unknown
2672694,4427,236,2025-01-02,Present,
2672695,4427,236,2025-01-03,Absent,Unknown
2672696,4427,236,2025-01-06,Present,
2672697,4427,236,2025-01-07,Present,
2672698,4427,236,2025-01-08,Present,
2672699,4427,236,2025-01-09,Absent,Unknown
2672700,4427,236,2025-01-10,Present,
2672701,4427,236,2025-01-13,Absent,Family Leave
2672702,4427,236,2025-01-14,Present,
2672703,4427,236,2025-01-15,Tardy,Oversleep
2672704,4427,236,2025-01-16,Present,
2672705,4427,236,2025-01-17,Tardy,Family Issue
2672706,4427,236,2025-01-20,Present,
2672707,4427,236,2025-01-21,Present,
2672708,4427,236,2025-01-22,Tardy,Late Bus
2672709,4427,236,2025-01-23,Absent,Sick
2672710,4427,236,2025-01-24,Present,
2672711,4427,236,2025-01-27,Present,
2672712,4427,236,2025-01-28,Present,
2672713,4427,236,2025-01-29,Absent,Doctor Appointment
2672714,4427,236,2025-01-30,Present,
2672715,4427,236,2025-01-31,Present,
2672716,4427,236,2025-02-03,Present,
2672717,4427,236,2025-02-04,Tardy,Family Issue
2672718,4427,236,2025-02-05,Tardy,Family Issue
2672719,4427,236,2025-02-06,Present,
2672720,4427,236,2025-02-07,Present,
2672721,4427,236,2025-02-10,Present,
2672722,4427,236,2025-02-11,Present,
2672723,4427,236,2025-02-12,Present,
2672724,4427,236,2025-02-13,Present,
2672725,4427,236,2025-02-14,Present,
2672726,4427,236,2025-02-17,Present,
2672727,4427,236,2025-02-18,Absent,Unknown
2672728,4427,236,2025-02-19,Present,
2672729,4427,236,2025-02-20,Present,
2672730,4427,236,2025-02-21,Absent,Sick
2672731,4427,236,2025-02-24,Present,
2672732,4427,236,2025-02-25,Present,
2672733,4427,236,2025-02-26,Absent,Sick
2672734,4427,236,2025-02-27,Absent,Doctor Appointment
2672735,4427,236,2025-02-28,Present,
2672736,4427,260,2024-09-02,Present,
