AssessmentID,StudentID,ClassID,AssignmentName,AssessmentDate,AssessmentType,PointsEarned,PointsPossible,GradeLetter,GradePercentage,Comments
191310,1535,91,Assignment 16,2025-03-16,Homework,14,25,F,58.16,Excellent!
191311,1535,91,Assignment 13,2024-12-21,Project,35,50,C,70.91,Good work!
191312,1535,91,Assignment 20,2025-03-05,Quiz,28,50,F,56.69,Needs review
191313,1535,91,Assignment 17,2025-01-25,Classwork,10,20,F,54.29,Needs review
191314,1535,91,Assignment 5,2025-03-10,Quiz,59,100,F,59.36,Needs review
191315,1535,91,Assignment 1,2025-01-05,Test,76,100,C,76.84,Needs review
191316,1535,91,Assignment 19,2024-10-08,Quiz,15,20,C,78.6,Excellent!
191317,1535,91,Assignment 1,2025-02-19,Project,15,20,C,76.26,Good work!
191318,1535,91,Assignment 5,2024-11-03,Project,13,20,D,66.22,See me for help
191319,1535,91,Assignment 2,2025-01-25,Test,70,100,C,70.27,See me for help
191320,1535,91,Assignment 14,2024-10-27,Classwork,6,10,D,68.8,Excellent!
191321,1535,91,Assignment 15,2024-10-23,Project,13,20,D,66.33,Good work!
191322,1535,91,Assignment 14,2024-09-13,Homework,11,20,F,58.42,Needs review
191323,1535,91,Assignment 18,2025-01-01,Classwork,75,100,C,75.22,Good work!
191324,1535,91,Assignment 17,2025-03-13,Homework,7,10,C,73.01,See me for help
191325,1535,91,Assignment 4,2024-11-24,Classwork,79,100,C,79.79,Needs review
191326,1535,91,Assignment 16,2024-12-26,Project,11,20,F,57.62,Excellent!
191327,1535,91,Assignment 11,2024-10-09,Quiz,77,100,C,77.86,Excellent!
191328,1535,91,Assignment 18,2024-12-15,Project,74,100,C,74.1,Needs review
191329,1535,91,Assignment 9,2024-10-13,Classwork,19,25,C,79.89,Good work!
191330,1535,91,Assignment 9,2025-03-15,Test,27,50,F,54.59,Excellent!
191331,1535,91,Assignment 20,2025-01-18,Homework,16,20,B,83.66,See me for help
191332,1535,91,Assignment 15,2024-09-10,Classwork,54,100,F,54.28,See me for help
191333,1535,90,Assignment 18,2025-03-17,Test,41,50,B,83.27,Excellent!
191334,1535,90,Assignment 11,2024-11-23,Classwork,54,100,F,54.55,Excellent!
191335,1535,90,Assignment 17,2025-03-06,Test,14,25,F,59.15,Excellent!
191336,1535,90,Assignment 10,2025-01-14,Classwork,20,25,B,81.71,Excellent!
191337,1535,90,Assignment 19,2025-02-20,Homework,11,20,F,57.92,Good work!
191338,1535,90,Assignment 14,2024-11-09,Quiz,16,25,D,67.81,Excellent!
191339,1535,90,Assignment 3,2024-09-03,Project,39,50,C,79.96,See me for help
191340,1535,90,Assignment 19,2025-02-13,Classwork,70,100,C,70.5,Needs review
191341,1535,90,Assignment 8,2024-10-24,Project,41,50,B,82.33,Excellent!
191342,1535,90,Assignment 7,2024-11-23,Homework,54,100,F,54.94,Needs review
191343,1535,90,Assignment 11,2024-12-28,Homework,77,100,C,77.08,Excellent!
191344,1535,90,Assignment 15,2025-02-06,Project,30,50,D,61.79,Needs review
191345,1535,90,Assignment 18,2024-10-05,Test,19,25,C,79.39,Needs review
191346,1535,90,Assignment 13,2025-02-23,Quiz,31,50,D,62.25,Good work!
191347,1535,90,Assignment 13,2024-10-26,Homework,67,100,D,67.57,Needs review
191348,1535,90,Assignment 9,2024-10-07,Homework,8,10,B,81.39,Excellent!
191349,1535,90,Assignment 11,2024-09-28,Quiz,6,10,D,67.37,See me for help
191350,1535,86,Assignment 2,2024-10-11,Quiz,16,20,B,81.03,Excellent!
191351,1535,86,Assignment 11,2024-12-21,Classwork,40,50,B,80.35,Needs review
191352,1535,86,Assignment 2,2024-10-15,Project,33,50,D,66.03,Excellent!
191353,1535,86,Assignment 14,2025-02-27,Classwork,10,20,F,54.07,Good work!
191354,1535,86,Assignment 14,2024-12-20,Project,15,25,D,62.95,Good work!
191355,1535,86,Assignment 10,2024-09-13,Project,27,50,F,54.27,Excellent!
191356,1535,86,Assignment 7,2025-01-30,Classwork,6,10,D,66.87,Excellent!
191357,1535,86,Assignment 15,2024-11-09,Test,16,25,D,66.1,Needs review
191358,1535,86,Assignment 20,2024-11-09,Classwork,15,20,C,76.64,Needs review
191359,1535,86,Assignment 17,2024-11-29,Test,28,50,F,56.69,See me for help
191360,1535,86,Assignment 5,2025-01-18,Classwork,13,20,D,69.43,Needs review
191361,1535,86,Assignment 4,2025-02-08,Quiz,20,25,B,80.01,Excellent!
191362,1535,86,Assignment 7,2025-01-04,Classwork,14,20,C,70.86,Excellent!
191363,1535,86,Assignment 11,2025-03-02,Project,7,10,C,74.95,See me for help
191364,1535,86,Assignment 10,2025-01-23,Test,11,20,F,58.55,Good work!
191365,1535,86,Assignment 15,2024-10-13,Classwork,15,20,C,78.37,Excellent!
191366,1535,86,Assignment 20,2024-11-20,Test,19,25,C,76.16,Good work!
191367,1535,86,Assignment 19,2025-03-16,Quiz,11,20,F,58.5,Needs review
191368,1535,86,Assignment 20,2025-03-18,Quiz,15,20,C,75.94,See me for help
191369,1535,86,Assignment 20,2024-09-09,Project,71,100,C,71.36,See me for help
191370,1535,86,Assignment 10,2024-12-06,Homework,16,20,B,80.33,Good work!
191371,1535,86,Assignment 19,2025-03-11,Classwork,15,25,D,60.79,Needs review
191372,1535,81,Assignment 6,2024-09-02,Quiz,56,100,F,56.69,Good work!
